OrganizationName,Spend,Impressions,Currency Codes,CandidateBallotInformation,PayingAdvertiserNames,Genders,AgeBrackets,CountryCodes,BillingAddresses,CreativeUrls,Interests,Regions (Included),Regions (Excluded)
Arbeiderpartiet,1949949,39324612,NOK,,Arbeiderpartiet,,18+,norway,"Youngstorget 2A,OSLO,0028,NO",,,,
qatar red crescent,58911,39082880,USD,,Qatar Red Crescent,,20+,qatar,"Al Baladiya St,Doha,00974,QA",https://www.snap.com/political-ads/asset/a8ded99d2b7c72c9d8513e8e6dcca20e7e6362481ecf4eaaea7a8e1f149fcbe2?mediaType=png,,,
AL Media,145686,30785458,USD,Spanberger for Governor,Spanberger for Governor,,18-34,united states,"222 W Ontario, Suite 600,,Chicago,60654,US",https://www.snap.com/political-ads/asset/737b20655ad1df9d125ca51f80b3043a44c4ea18dcb1d53239303738f4e3b912?mediaType=mp4,,Virginia,"West Virginia,Kentucky,North Carolina,Tennessee,Maryland,District of Columbia,Pennsylvania"
Spooon Agency Norway,149873,28507967,NOK,,Valgdirektoratet,,18-35,norway,"Grensen 17,OSLO,0159,NO",https://www.snap.com/political-ads/asset/8dc487bcb60b92def287102e839f2af42e69aa7e3325e40c5ff6010aa0509504?mediaType=mp4,,,
MNI Targeted Media,153410,25560605,USD,Make American Fentanyl Free Inc,Make American Fentanyl Free Inc,,35-50,united states,"225 High Ridge Road, East Building,Stamford,06905,US",https://www.snap.com/political-ads/asset/b1a958c2dff549d11f802e2a287f588369663547a6c0fe5a7bd178594871f745?mediaType=mov,"Advocates & Activists,Teen & Young Adult Genre Fans,Parents & Family-Focused,Wellness & Healthy Lifestyle,shp_74",,
Dentsu Aegis Network Ireland,40719,20433165,EUR,,Electoral Commission Ireland,,18+,ireland,"Two Haddington Buildings 20-38 Haddington Road,, Dublin ,D04HE94,IE",https://www.snap.com/political-ads/asset/94c917d508c4c7c0b47346510cb4917778c95f0ae390229fdb35b55f0180cc11?mediaType=mp4,,,
Project Unloaded,91240,19787019,USD,,Project Unloaded Inc,,17-,united states,"1 East Erie Street, Suite 525 #4787,Chicago,60611,US",https://www.snap.com/political-ads/asset/99c19889e40899b609e7e47c18a5f5f95401b0be9b5d0adb482afb418b5ebbd6?mediaType=mp4,,,
Mediaplus International GmbH & Co. KG,29418,19331234,EUR,Die Bundestagswahl 2025,Zweites Deutsches Fernsehen,,18-21,germany,"Friedenstraße 24,München,81671,DE",https://www.snap.com/political-ads/asset/4b867ce94aed135783a69a127c2acba1d53fc110e1330662e4cecc9a16f74a01?mediaType=mp4,,,
Your Speaker,67554,18414840,USD,,Qatar Charity,,,qatar,"Doha,Doha,00974,QA",https://www.snap.com/political-ads/asset/d7dd2ee555c06aa83093b8679b82928003a1dadf750bcb2690810656d1c414cf?mediaType=png,,,
Venstre,355193,13278122,NOK,Venstre,Venstre,,18+,norway,"Møllergata 16,Oslo,0179,NO",https://www.snap.com/political-ads/asset/b460fa097486ab07fdb5a6ac94f5c1031a64f6eb36f535967ebb6cd27202e78f?mediaType=mp4,,,
Islamic Relief USA,269366,12853176,USD,,Islamic Relief USA,,21+,united states,"3655 Wheeler Ave,Alexandria,22304,US",https://www.snap.com/political-ads/asset/7021d0d7b6baa4df50621bfb2eaa37fcc910df1f6c7506e0210e647cde3b39f0?mediaType=jpeg,Philanthropists,,
Stadt Wien,24592,12781416,EUR,,Stadt Wien,,18+,austria,"MA 53 - BA 1, Postfach 588,Wien,1000,AT",https://www.snap.com/political-ads/asset/9166ab52f6e3319a98eabd2a14678bf86520e1f022403afe73065c7e749d1c18?mediaType=mov,,Wien,
Starcom Canada,119519,12690593,CAD,,Elections Ontario,,18+,canada,"111 Queen St East,Toronto,M5C 1S2,CA",https://www.snap.com/political-ads/asset/4e3a2dd81464554a32b603d2b1fa080067515ede2e683e2c18e496df8942e2ef?mediaType=mp4,,Ontario,
Ung.no,405543,12659371,NOK,,Bufdir / Ung.no,,17-,norway,"Fredrik Selmers vei 3,OSLO,0663,NO",https://www.snap.com/political-ads/asset/493199316e4c2bc057bb2088c73a03192748d459c0d5f828d523fd8390c959fb?mediaType=mp4,,,
Data Sciences,878434,12508921,NOK,,LO,,18+,norway,"Torggata 12,Oslo,0181,NO",https://www.snap.com/political-ads/asset/0e98070b3dd30c47952b8c2ea82a89a659907f30486d2b7879021e911d6ae680?mediaType=mp4,,,
Abortion Finder,36476,12326328,USD,,Abortion Finder,FEMALE,18-40,united states,US,https://www.snap.com/political-ads/asset/79d60cb2ce0152eb4871264a03b910447adfa4e25d04eac1d03d41c80ef735c9?mediaType=jpeg,,,"Florida,Idaho,Iowa,Louisiana,Mississippi,North Carolina,Texas,Wyoming,Indiana,Oklahoma"
Sex & Samfund,2547,10997804,EUR,,Sex & Samfund,,15-25,denmark,DK,https://www.snap.com/political-ads/asset/520d2ae50b9c3c49e117eea5f04e7226c764121c9cf4bf83a81e15d3b8990ad5?mediaType=png,,,
Project Unloaded,47798,9605490,USD,,"Project Unloaded, Inc.",,17-,united states,"1 East Erie Street, Suite 525 #4787,Chicago,60611,US",https://www.snap.com/political-ads/asset/9e78bf0614a6226487a6a3bd02f1d6b18d0e99630ef09b450b700f64ff414df4?mediaType=mp4,,,
The Free Press,59966,9021524,USD,,The Free Press,,18+,united states,"82 Nassau St., Suite 62658,New York,10038,US",https://www.snap.com/political-ads/asset/21eea0e27840d785bd6b7cdf0c499ac0aaab876b8516f11679b978cac4ef6f3f?mediaType=png,"Bookworms & Avid Readers,Business News Watchers,Celebrity News Watchers,Political News Watchers",,
Oslo Venstre,89999,8755093,NOK,,Oslo Venstre,MALE,20+,norway,NO,https://www.snap.com/political-ads/asset/0eca446335cb7ebd9a3c287753f54fd168701274bbcd70db1c3520ca8d8ce2ae?mediaType=mp4,Small Business Owners & Entrepreneurs,Oslo,
yourimpactfdn,14020,8668482,GBP,,Your Impact Foundation,,20+,united states,GB,https://www.snap.com/political-ads/asset/dc54819ca9b901d3143660bae02d73a900e7ea71e4b610ef11cfce7f92fe24fe?mediaType=mp4,,,
ORIXA MEDIA,15679,8573175,EUR,,Human Appeal Belgium,,18+,belgium,"72 rue d'hauteville,PARIS,75010,FR",https://www.snap.com/political-ads/asset/cda3b767c154682d8ca9af81f505ed731857f87483b63a7f638ebf9393167b94?mediaType=mp4,Philanthropists,,
Brainify AS,5237,8553678,NOK,,Lettlest Media AS,,16-25,norway,NO,https://www.snap.com/political-ads/asset/95c692aa16af24d13a6a94377170b1890a03e582f8064f397d2d638a21e21736?mediaType=mp4,,,
Ben and Jerry s Homemade Inc,91349,8368923,USD,,Ben & Jerry's,,18-44,united states,"530 Community Drive,South Burlington,05403,US",https://www.snap.com/political-ads/asset/424b79481a67ec1fe51b95c7fe2760d6d60e1a83fc2bb7c0d721e7ee6342592b?mediaType=png,"Arts & Culture Mavens,Comics & Animation Fans,Movie Theater Goers,Hipsters & Trendsetters,Concert & Festival Goers,Hip-Hop Music Fans",,
The Daily Wire LLC,63167,8035121,USD,,The Daily Wire LLC,,18+,united states,"1821 12th Avenue South, Suite 460,Nashville,37203,US",https://www.snap.com/political-ads/asset/eaa74175dad8a8b8fcb1c622be5ba7201b6b980a253e0f532113395369b30404?mediaType=mp4,Fight & Wrestling Fans,,
LIFE ONG,20968,7993458,EUR,,Life ONG,,25+,france,"1 rue de Stockholm 75008 ,Paris ,75008,FR",https://www.snap.com/political-ads/asset/362c2e1461f053518ad654fb106db167df6ea9e812ec46bbfb4d83a59e520a93?mediaType=mp4,,,
Patagonia,84824,7852546,USD,,Patagonia,,18+,united states,"235 W Santa Clara St,Ventura,93001,US",https://www.snap.com/political-ads/asset/19272c5ef9878ca4d357a02f3d731152cc5b5d1693c2adac24271fc94818f69a?mediaType=mp4,,,
Secours Islamique France,15828,7440006,EUR,,Secours Islamique France,,18+,france,FR,https://www.snap.com/political-ads/asset/86266c572ca2e31fd57180e60c94b60378ffdaf10371e14a2490dc39d8fd692b?mediaType=mp4,,,
Chong and Koster,171750,7420063,USD,,PPFA,FEMALE,18-40,united states,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",https://www.snap.com/political-ads/asset/41f7f6e0999a605704c14b4e89f38a00751766752b44ad131403089e36a0a62b?mediaType=mp4,,Pennsylvania,
Oslo Høyre,162777,6629204,NOK,,Oslo Høyre,,18-25,norway,"Stortingsgaten 20,Oslo,0161 Oslo,NO",https://www.snap.com/political-ads/asset/5187588d319dba280efdfd7178d7dc041f4efabb2f5619c33683c8f3e3315dea?mediaType=mp4,,,
2XL Online,196407,6277971,SEK,,Världsnaturfonden WWF,,18+,sweden,"Johanna Wolls Väg 18, 2XL Online,Kävlinge,24436,SE",https://www.snap.com/political-ads/asset/66c3a44ca8df71bf448114761a4425c8c75c1cc86215bce2547b548d3010c1df?mediaType=png,,,
Oslo kommune,36231,5789338,NOK,,Oslo kommune,,17+,norway,NO,https://www.snap.com/political-ads/asset/54280d4aa16d775d28dcf277139f5992ad4e20ddc87f62b4f18d702f2e415589?mediaType=mp4,,,
DSPolitical,39502,5507523,USD,,New York City Campaign Finance B,,18-40,united states,US,https://www.snap.com/political-ads/asset/e205b95abe43d3b33edb24b10773e93c8f0f17f84fb424e373010aa49167012a?mediaType=mp4,,,
Priorities USA,38545,5376201,USD,,People Power Pennsylvania,,18-44,united states,US,https://www.snap.com/political-ads/asset/273b94b4838c3a25d6ef1ad3ead256c6b49d33a753903a1a8cb8941125cae47a?mediaType=mp4,,,
Human Appeal  Arabic,30002,4949723,GBP,,HUMAN APPEAL,,24+,qatar,GB,https://www.snap.com/political-ads/asset/8730d7004b9c683b38a5b2ec5194d7a8ca3cc0060ef2005a8361c74dc5ed6d0e?mediaType=mp4,,,
WWF Verdens naturfond,407716,4612457,NOK,,WWF verdens naturfond,,18-50,norway,"Pilestredet 8,Oslo,0180,NO",https://www.snap.com/political-ads/asset/39f60ec4f37f0b4fad8043456e5bd287dc87aefdea0d40135ec88e0d18605db1?mediaType=png,,,
MATW Project,47676,4536115,AUD,australia,MATW,,22+,australia,AE,https://www.snap.com/political-ads/asset/9b6680af7afd9fae71a55596919650ddce10ae54af085bf14271ee946b123d69?mediaType=png,,,
AUF Norge,109326,4014799,EUR,,AUF,,16-19,norway,"Yongstorget 2A,Oslo,0028,NO",https://www.snap.com/political-ads/asset/f1050a2e3ce489d5d7b59a15aca2e251a29600b48e9493303ebe6743ae708dc2?mediaType=mp4,,Oslo,
Australian Government Department of Finance,52803,3886015,AUD,,Australian Electoral Commission,,18+,australia,"C/- 100 Chalmers Street,Surry Hills,2010,AU",https://www.snap.com/political-ads/asset/6b9f3fca87ed5733514b4459332f6b1b10d85e99fa67f1be96ba71279976fe4a?mediaType=mp4,,,
ACTU,44261,3839755,AUD,,ACTU,,18-50,australia,"Level 4/365 Queen Street,Melbourne,3000,AU",https://www.snap.com/political-ads/asset/f423f502af67cf706947be514cc516c424228017c0c214f6e3df098f9a1c21df?mediaType=mp4,,,
alihsancharity,13779,3734414,USD,,Al ihsan charity Association,,24+,united arab emirates,AE,https://www.snap.com/political-ads/asset/f90111e567f657a9e97ee37181819b4cdee8124782b2eb8307c5d17b3ff66af6?mediaType=mp4,,,
Optimum Media Direction FZ LLC,17620,3543709,USD,,Al Jazeera English,,25+,south africa,"Al Reem Tower, 12th Floor, West Bay, PO Box 2854, Doha, Qatar ,Doha,2854,QA",https://www.snap.com/political-ads/asset/2d5979b6fab590bb67405871d8eb33a23c9bdc9f3ac2286a8b10834037ad811c?mediaType=mp4,"Reality TV Fans,Meme Watchers,News Watchers,Business News Watchers,Celebrity News Watchers,Political News Watchers,Philanthropists,Wellness & Healthy Lifestyle",Western Cape,
Initiative Media B.V,5378,3465898,EUR,,Ministerie v. Binnenlandse Zaken,,18-30,netherlands,"Peter van Anrooystraat 7,Amsterdam,1101 BA,NL",https://www.snap.com/political-ads/asset/d139d321f6e5958a9004aa0f9fea0c76ef40d54110a2ffd91756b7e80c3c1a11?mediaType=mp4,,,
Data Sciences,43148,3446961,CAD,,Liberal Party of Canada,,18-50,canada,"423 rue St-Nicolas suite 400,Montreal,H2Y2P4,CA",https://www.snap.com/political-ads/asset/e32ec49afc7b24032a514361aa4907064d10781db95771b414135e58ad0f6868?mediaType=mp4,,,
Miljøpartiet De Grønne,120222,3272206,NOK,,Miljøpartiet de Grønne,,18-45,norway,"Hausmanns gate 19,Oslo,0188,NO",https://www.snap.com/political-ads/asset/fb8bb485744545e2e60ad016e70c26a0f0601e27239919a00539f2b4de42cd8e?mediaType=mp4,,,
Working America,100886,3246763,USD,Minneapolis Parks Board,Working America,,18+,united states,US,https://www.snap.com/political-ads/asset/124533f4d23582c99a15e880e60926ba6608c020fb0d1b244afbfc9ecc7a5be0?mediaType=png,,,
Mindshare Australia,27999,3167238,AUD,,Australian Labor Party,,18+,australia,"65 Berry Street,North Sydney,2060,AU",https://www.snap.com/political-ads/asset/025580fd4b4d3b5d586f32f3d73758395bb93b6e347ed9f9fbadff50d5bbc9cb?mediaType=mp4,,Western Australia,
Norges Unge Venstre,59995,3047367,NOK,,Norges Unge Venstre,,18-19,norway,"Møllergata 16,Oslo,0179,NO",https://www.snap.com/political-ads/asset/8b75dd557de6e0b8b50f939d37604aad706c5681fe88f298b2a2cf3b7b3a8b93?mediaType=mp4,,,
Directwest,6318,3021790,CAD,Metis Nation Saskatchewan Election,Métis Nation—Saskatchewan,,16+,canada,"355 Longman Cresent,Regina,S4N6G3,CA",https://www.snap.com/political-ads/asset/3507ad3ab9c2aef38d1b56a6b9323d34107127a9e9b3bf0b98862f24c06d4303?mediaType=jpg,,Saskatchewan,
Httpool,8287,2968275,EUR,,JHL,,18+,finland,"Litostrojska cesta 52,Ljubljana,1000,SI",https://www.snap.com/political-ads/asset/4f6a29c1bbc8a4c38059ad59c4c025a5a2e2f20d64b5441a4e87161ba3f45ecb?mediaType=png,,,
Neos Wien,4997,2931301,EUR,,NEOS - Das Neue Österreich,,18+,austria,"Am Heumarkt 7/1/14,Wien,1030,AT",https://www.snap.com/political-ads/asset/7a90c0007165bef87036c3e1e4c07aa40cc1437b0a8d416f97399bc10e3da6a9?mediaType=mp4,,Wien,
Aisle 518 Strategies LLC,47442,2876403,USD,Yes on 50,Governor Newsom's Ballot Measure,,18+,united states,"1133 15th St NW,Washington,20005,US",https://www.snap.com/political-ads/asset/d8e39d35875ab0551e0171b9faf38034c0ca9411c5a750b6620818f3eb5c27c3?mediaType=mp4,"targetsmart_14,targetsmart_16,targetsmart_17,targetsmart_02,targetsmart_05,targetsmart_08",California,
Fusion92,16928,2874883,USD,,State of Michigan,,18-44,,"440 West Ontario Street,Chicago,60654,US",https://www.snap.com/political-ads/asset/c7bdd7129b8cf9d295ee7bc9030207831d7cb373f793f75788c9eb325b95a8f7?mediaType=jpg,,,
alihsancharity,12905,2842583,USD,,for  us,,,united arab emirates,AE,https://www.snap.com/political-ads/asset/67c0acd403d071d03c4fa0851745fbd41d2003417d6e3615f8d2c9092377afaa?mediaType=mp4,,,
NOAH - for dyrs rettigheter,75712,2840599,NOK,,NOAH - for dyrs rettigheter,,18+,norway,"Dronningens gate 13,Oslo,0152,NO",https://www.snap.com/political-ads/asset/ac72eab38a66108828492f21f264a5d5ae65f50b6bd87811a49df42a48f46f59?mediaType=jpg,"Pet & Animal Lovers,Dog Lovers,Cat Lovers",,
Radio-Canada,30570,2794023,CAD,,Radio-Canada,,25-54,canada,"1400 BOUL RENÉ LÉVESQUE E,MONTRÉAL,H2L 2M2,CA",https://www.snap.com/political-ads/asset/a9a6bcaff7137d385147ff88aa2090c9802f65c80e098d348755201ea8a8bb41?mediaType=png,,"Quebec,New Brunswick,Nova Scotia,Prince Edward Island,Newfoundland and Labrador",
HD Fund,12761,2775152,USD,,Human Development Fund (HDF),,20+,united states,US,https://www.snap.com/political-ads/asset/1c433729de90190862e5b6343fa33d849054ef267793baeb36132c1ec2263685?mediaType=jpg,,,
Naturskyddsforeningen,134414,2731931,SEK,,Svenska Naturskyddsföreningen,,18+,sweden,"Åsögatan 115,Stockholm,11691,SE",https://www.snap.com/political-ads/asset/bd84684a85ba2e8d8d916015c7268db3b0c28860ad399687432b538682a4ec91?mediaType=mp4,,,
Nunn Media Pty. Ltd.,20989,2474645,AUD,,Australian Greens,,18-49,australia,"2/228-230 Bay St,Brighton,3186,AU",https://www.snap.com/political-ads/asset/be0d1c0ba558500d3d6e39a335ca6fe45a043a755f366c642bcf0fae1562ed11?mediaType=mp4,,,
Division-D,12153,2471863,USD,,CDPHE,,18+,united states,"602 Fay Street,Columbia,65201,US",https://www.snap.com/political-ads/asset/32da894562eee6bdf7af15591f6fd325d1d41f5d89d180010c35110bdefc2695?mediaType=mp4,"Adventure Seekers,Advocates & Activists,Action & Thriller Genre Fans,Talk Show Fans,Gamers,Men's Lifestyle,Philanthropists,shp_80,shp_19,vac_172",Colorado,
Precision Reach,34132,2279703,USD,Invest In Our Land,"Invest In Our Lands, LLC",,,united states,US,https://www.snap.com/political-ads/asset/75111446152551c88851897294ccc7129150e62074d4e73a110d80ae90769f7d?mediaType=png,,Pennsylvania,
MedGlobal,16553,2193939,USD,,MedGlobal,,,united states,US,https://www.snap.com/political-ads/asset/2f113e6fa6bbfbc3f078209198beafdd724802773e7c2ccc554e2c4492aea317?mediaType=png,,,
alsalam charity,13359,2151889,USD,,Alsalam charity,,30+,qatar,"kuwait,kuwait,30001,KW",https://www.snap.com/political-ads/asset/3f3bfd7bd3d5ef37af460511ff67af28708783b2b96411240ecaaf8a6d612f4d?mediaType=mp4,,,
Australian Labor Party,53771,2142880,AUD,,Australian Labour Party,,18+,australia,"Unit 5/9 Sydney Ave,Canberra,2600,AU",https://www.snap.com/political-ads/asset/fba70465e8e1a5f57cde2ff2c3e1f522bdea33b9122a4ac2d43c23cc7f663cbe?mediaType=mp4,,,
Fagforbundet,149977,2066340,NOK,,Fagforbundet,,18-29,norway,"Keysers gate 15,Oslo,0130,NO",https://www.snap.com/political-ads/asset/a9009a7be09e23797f54e7abcd85474709e773904e5aea47a8557e6cb444b8c1?mediaType=mp4,,,
MVAR Media,9880,2057323,USD,Majority Forward,Majority Forward,,18+,united states,"1421 Prince St Suite 320,Alexandria,22314,US",https://www.snap.com/political-ads/asset/d8f8ef0a47a151d2633daef643fe858dc10aad6a10941fc1355b6a54d76dffb6?mediaType=mp4,,Alaska,
AL Media,22768,2026850,USD,Half Court Political Fund,Half Court Political Fund,,18-24,united states,"222 W Ontario, Suite 600,,Chicago,60654,US",https://www.snap.com/political-ads/asset/2747885e066395833e67362dcf89b6fe8fc9c43d6f0619ed3f9574b1a8992207?mediaType=mp4,,,"Illinois,Iowa,Minnesota,Michigan"
Flokk,126961,2020388,NOK,,Handel og kontor Norge,,18-54,norway,"Holmenveien 20,Oslo,0374,NO",https://www.snap.com/political-ads/asset/7a08c357ce442ebb619628db0853129f47145e13a41c7ebcf2d728a523f68fa3?mediaType=mp4,,,
OpAD Media,13996,2005704,USD,,New York City Board of Elections,,18+,united states,"275 Madison Avenue, Suite 2200,New York ,10016,US",https://www.snap.com/political-ads/asset/ae399ded1b1efb665220015502769e67e9eb79dcd0380a08f5572d948bddc607?mediaType=png,,,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming"
alikhalsbarznje,63,1958168,USD,,Ali Khals Barznje,,18+,iraq,"10 Oxford Street,manchester,M1 5QA,GB",,,Arbil,
Initiative Media B.V,8728,1923691,EUR,,Ministerie van Justitie & Veilig,,20-54,netherlands,"Peter van Anrooystraat 7,Amsterdam,1101 BA,NL",https://www.snap.com/political-ads/asset/de73045c9e55fc7ba08feb18b6fc89276bb99a65f638d7f649bb7a7b6a1d33c9?mediaType=jpg,,,
AL Media,20834,1889766,USD,The Wisco Project Inc,The Wisco Project Inc,,18-24,united states,"222 W Ontario, Suite 600,,Chicago,60654,US",https://www.snap.com/political-ads/asset/5e2cc83bd6e7a9a38b57d58bb0c6e2a714090e747df08352a21f5ccf9e065607?mediaType=mp4,,,"Illinois,Iowa,Minnesota,Michigan"
Zakat Foundation of America,35663,1886494,USD,,Zakat Foundation of America,,18+,united states,US,https://www.snap.com/political-ads/asset/f76fb6e44189ccf38aeda98948d28a77f6a2941f672618b40f6874330a9b682a?mediaType=png,,,
Plan International Norge,88549,1863782,NOK,,Plan international Norge,FEMALE,18-40,norway,NO,https://www.snap.com/political-ads/asset/281abefecd726aa7df53ffb92c797e01a99f824d4f01a4eb5c75e1bdde0f8db7?mediaType=mp4;https://www.snap.com/political-ads/asset/78bd0f2ba91ce288fddf19abe20680faeaa5d1a53cdbefe8701b0b6a3997abab?mediaType=jpg;https://www.snap.com/political-ads/asset/0814d759a1f0c6ee38836a829d2fd24d05fb16d20d45574041214c361a5a557a?mediaType=mp4,,,
Dentsu Norge AS – Carat,100000,1844681,NOK,,VG,,18-35,norway,"Kristian Augusts gate 23,Oslo,0164 Oslo ,NO",,,,
Carat Australia Media Services Pty Ltd,23493,1788211,AUD,,WA Electoral Commission,,18-30,australia,"Level 7 508-510 Church St Cremorne,Melbourne,3121,AU",https://www.snap.com/political-ads/asset/a613c698316608cbe76fad4285b7dd24ae061a9df08578bf425817df04d29e0c?mediaType=jpg,,Western Australia,
Untidy Origins,7906,1787013,USD,Andrew Payton,Progress Action Center,,18-25,united states,US,https://www.snap.com/political-ads/asset/6568027bacf60e354a227742366ddc77d14e2ff9acfa0d52f6f32637d88f5bd3?mediaType=mp4,"Advocates & Activists,Arts & Culture Mavens,Bookworms & Avid Readers,Indie & Alternative Music Fans,Latin Music Fans,Outdoor & Nature Enthusiasts,Philanthropists,Wellness & Healthy Lifestyle",,
Data Sciences,42883,1709605,CAD,,Ontario Liberal Party,,45+,canada,"423 rue St-Nicolas suite 400,Montreal,H2Y2P4,CA",https://www.snap.com/political-ads/asset/d205736b73647fc5506d14db42ff4947692f5c2a3603fcbfc76fa9635094624a?mediaType=mp4,"Advocates & Activists,Arts & Culture Mavens,Investors & Entrepreneurs,Money Minders,Business News Watchers,Political News Watchers,Parents & Family-Focused,Philanthropists,Wellness & Healthy Lifestyle",Ontario,
Volkspartij voor Vrijheid en Democratie,2223,1709207,EUR,,VVD,,18+,netherlands,NL,https://www.snap.com/political-ads/asset/1be01df3bab8d7312e93534e98053d2488474eac806e2a39f9ffde25357f2d0f?mediaType=mp4,,,
Florida Pregnancy Care Network,70517,1689985,USD,,BowStern Marketing & Communicati,FEMALE,18-35,united states,US,https://www.snap.com/political-ads/asset/7fb1c2240875866fd48b1dbd3f1eca1d7ee3c0807d6e17a0e6d07ebcfb40c897?mediaType=mp4,,Florida,
Doctors Without Borders,26463,1627692,USD,,Doctors Without Borders,,18+,united states,"40 rector street,New York,10006,US",https://www.snap.com/political-ads/asset/144b8a83cd720545abf891bace1244aab0c7a8b4ea80ad581c30ca9614b5feb2?mediaType=mp4,Advocates & Activists,,
Priorities USA,23051,1606480,USD,,Priorities USA,,18+,united states,US,https://www.snap.com/political-ads/asset/3196c4c6a77e1f600319e00acfd590a78ed4861a97b7cea8248494369977b7c6?mediaType=mp4,,Virginia,
esome Advertising Technologies GmbH,6368,1572918,EUR,SPD Hamburg,SPD Landesorganisation Hamburg,,18+,germany,"Hohe Bleichen 11,Hamburg,20354,DE",https://www.snap.com/political-ads/asset/9595e7363fe291927219c6b32bf6e2bfc9eccdea90e99faa299f487a59062c69?mediaType=mp4,,Hamburg,
Saguaro Strategies LLC,6230,1538511,USD,,LILLIAN FRANKLIN FOR DELEGATE,,18-25,united states,US,https://www.snap.com/political-ads/asset/fa0e0c38bc83d01b89be4b502c5d4cc13b110ae6de46e533202908ef050a503b?mediaType=png,,,
Spooon Agency Norway,53376,1522479,NOK,,Landsorganisasjonen i Norge,,18+,norway,"Grensen 17,OSLO,0159,NO",https://www.snap.com/political-ads/asset/41abb98bad04e3b995fa54bc96af17dcc35eaced57d16bc64cc1c2f9c8bceb1f?mediaType=mp4,,,
