OrganizationName,Spend,Impressions,Currency Codes,CandidateBallotInformation,PayingAdvertiserNames,Genders,AgeBrackets,CountryCodes,BillingAddresses,CreativeUrls,Interests,Regions (Included),Regions (Excluded)
Authentic Campaigns Inc,18499,2250437,USD,Lauren Underwood for Congress,Lauren Underwood for Congress,,18-35,united states,"4422 N Ravenswood Ave # 101,Chicago,60640-5803,US",https://www.snap.com/political-ads/asset/065d1f6e9d5b587fa45acb0768f6f2acebda2e5ceaaedcb92ffde7ef0d45b7fc?mediaType=mp4,,,
The Labour Party,4376,2235068,GBP,Sadiq Khan,The Labour Party,,18+,united kingdom,"Kings Manor,Newcastle,NE16PA,GB",https://www.snap.com/political-ads/asset/07441a192344b2ccb7c1f7ce03d3f77cbe9779c65a9c9c502bf8e3d4a6e0358e?mediaType=mp4,,,
Allegheny County,6244,2216396,USD,,Allegheny County,,18-,united states,US,https://www.snap.com/political-ads/asset/3cb822decc8f3ca816be276d00e315f5ccec06b2797db6ce83677fd6172c010c?mediaType=mp4,,,
Sex & Samfund,1241,2206760,EUR,,Sex & Samfund,,18-25,denmark,DK,https://www.snap.com/political-ads/asset/440fdabaf2ef39784a92d72ebdf59819144e4b50064dd36d0a32ef47de09968f?mediaType=png,,,
Break Something,50793,2189805,USD,Catherine Stefani for Assembly,Fund Her,,18+,united states,"1768 Columbia Road NW #3,Washington,20009,US",https://www.snap.com/political-ads/asset/5ce6381ab3e4749dc7bd32c03a91a9354a92a3c5174185838d96f774dc657402?mediaType=mp4,targetsmart_20,,
ABC News,29998,2148943,USD,Paid for by ABC News,American Broadcasting Companies,,18+,united states,"4000 West Alameda Ave,Burbank,91505,US",https://www.snap.com/political-ads/asset/a764136bf7548f2ccf6b6502bc5d158b204b656db4761035e4b19d0d3bb05f76?mediaType=mp4,"Advocates & Activists,News Watchers,Political News Watchers,Talk Show Fans",,
Dover Strategy Group,19704,2116729,USD,Liz Bishop,Personal PAC,FEMALE,18+,united states,US,https://www.snap.com/political-ads/asset/d2d982ee853dc81a09c7975bf7ed5aa124eff55f75837735bb21cc109e290d4d?mediaType=png,,,
Florida Future Leaders,11732,2080134,USD,Florida Amendment 3 and 4 and youth turnout,Florida Future Leaders,,18-30,united states,US,https://www.snap.com/political-ads/asset/4f0ea84a2810ad0162361054a1cf58cc84a6c11a12ff0d32eeb8e64e1ca5fe4c?mediaType=mp4,,,
Trilogy Interactive,18517,2052017,USD,When We All Vote,When We All Vote,,18-29,united states,"2054 University Ave STE 600,Berkeley,94704,US",https://www.snap.com/political-ads/asset/025562f4a0054ff1d54eb8ca4fc0d8f1b701ab6907b7b193777b539bb4ac382a?mediaType=jpeg,"Gamers,Bachata Music Fans,Hip-Hop Music Fans,Latin Music Fans,Soul & R&B Fans,Traditional Mexican & Colombian Music Fans,Sneakerheads,Basketball Fans,Soccer Enthusiasts,shp_30","Wisconsin,Nevada,North Carolina",
SBDigital,31095,1997254,USD,,Battleground New York Action,,18+,united states,US,https://www.snap.com/political-ads/asset/23cbc0cf1db08d86facbc68b98aff3797a7533a4f099b967d358cdeeace808cc?mediaType=mp4,"Advocates & Activists,Green Living Enthusiasts,Arts & Culture Mavens",,
Chong and Koster,10624,1930711,USD,,The Center for US Voters Abroad,,18+,united kingdom,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",https://www.snap.com/political-ads/asset/42de36f7db7206063ee7c809e37e6652874eaf0f701b9290d8c2225ec43605cb?mediaType=png,,,
ayedh2024,1145,1878175,USD,Ayedh,عايض عبدالهادي,,18+,kuwait,KW,https://www.snap.com/political-ads/asset/93c28bd260abcba1d7e319209f99bb8e79709990421ed97943131579db928b0d?mediaType=jpeg,,"Mubarak Al Kabir,Al Ahmadi",
Authentic Campaigns Inc,31931,1857315,USD,,Fight Like Hell PAC,,18-30,united states,"4422 N Ravenswood Ave # 101,Chicago,60640-5803,US",https://www.snap.com/political-ads/asset/b917d9124629064a44c7827adfb092566656047326ef771a6724aaf441795872?mediaType=mp4,,Michigan,
Pebble Media,7839,1844636,EUR,,Ads & Data,,18-49,belgium,"Harensesteenweg 226,Vilvoorde,1800,BE",https://www.snap.com/political-ads/asset/40e7e1f499ac2825cddb23a25ffa281604e49c9bab255cc5fba44f86591eee86?mediaType=mp4,,Limburg,
Gambit Strategies,20723,1817807,USD,WinSenate SMP,WinSenate SMP PA,,18-34,united states,"2939 Van Ness St NW #1006,Washington,20008,US",https://www.snap.com/political-ads/asset/abf4f3812de75fb08a3b2b8cfcedb3daec72f6d48a9a34d7fb6b7ec9782d3937?mediaType=mp4,,Pennsylvania,"Maryland,Ohio,West Virginia,Delaware,New York,New Jersey"
Pebble Media,5746,1780426,EUR,,Het Nieuwsblad,,18+,belgium,"Harensesteenweg 226,Vilvoorde,1800,BE",https://www.snap.com/political-ads/asset/94d42cf4166e25a6042d0b661bd4f3bf64a125319b651ab0cbd1abbbc923e595?mediaType=mp4,,"Limburg,Antwerpen,Oost - Vlaanderen,Vlaams Brabant,West - Vlaanderen",
DSA Media,9240,1779691,CAD,,Elections Saskatchewan,,18+,canada,"Suite 110 – 20091 91A Avenue,Langley,V1M3A2,CA",https://www.snap.com/political-ads/asset/c7656464d54f24ad7f814b66adf30d5492db31f5a68cd160ef8d05e448f3e1b5?mediaType=mp4,,Saskatchewan,"Manitoba,Alberta"
Assemble the Agency,11493,1776121,USD,Kamala Harris,Ohio Democratic Party,FEMALE,18+,united states,US,https://www.snap.com/political-ads/asset/a7e40228dd88d059d73d464927b2b8a15cd5ea409ab98a649dbf9fc212bd5816?mediaType=jpeg,,Ohio,
Search for Businesses  LLC,9915,1772014,USD,Orange County Registrar of Voters,Orange County,,18+,united states,US,https://www.snap.com/political-ads/asset/3cc42ae5df00ac5d4666792ca9a87c36a6906a9c0c5fdf0167340557669b6e55?mediaType=jpg,,,
SKDK,24986,1770893,USD,,Gallego for Arizona,,18+,united states,"1150 18th Street NW,Washington DC,20036,US",https://www.snap.com/political-ads/asset/8ddea7655930b684b9d1358a794b8f0280dfead825428df195b11ee3a1b02b16?mediaType=mp4,,,
Trilogy Interactive,6799,1766149,USD,Evergreen Collaborative,Evergreen Collaborative,,18-34,united states,"2054 University Ave STE 600,Berkeley,94704,US",https://www.snap.com/political-ads/asset/5356b83d9a2d640bfe193fcf3178b91a492b10d3a0ed25a1e09aa1e9b32ef1e5?mediaType=png,,Michigan,
باكستان,13388,1709403,USD,,جمعية تكوين,,25+,kuwait,"الرقة ق1 ش19 م364,الرقة,27200,KW",https://www.snap.com/political-ads/asset/46b6df5292353b8ea16080542d7a396bfbca32e4de3f26df125d77d9ca3f834a?mediaType=mp4,,,
AL Media,36360,1677434,USD,The Wisco Project Inc,The Wisco Project Inc,,18-30,united states,"222 W Ontario, Suite 600,,Chicago,60654,US",https://www.snap.com/political-ads/asset/1f44f7ef1fa07e06a50d190916773c4d305b8bb331bbc9f0e04d0f5bb44bba34?mediaType=mp4,,,"Illinois,Michigan,Indiana,Iowa,Minnesota"
zainhassan,2205,1665623,USD,thamer saad,ثامر سعد السويط الظفيري,,18+,kuwait,"14,hawalli/kuwait,30000,KW",https://www.snap.com/political-ads/asset/6dc944e05823bb85626caf1a707b0acb4a0e6c2865261730a424d844ea9bdaf9?mediaType=mp4,,,
Oy Dagmar Ab,1885,1663746,EUR,,Vasemmistoliitto,,18-40,finland,"Annankatu 28,Helsinki,00100,FI",https://www.snap.com/political-ads/asset/be7de004513e9cfdc81732ece99b16fa4c037531d5e94b47ba7feb0aaddcb43f?mediaType=mp4,,,
Sveriges Television,59994,1659407,SEK,,Sveriges Television AB,,18-22,sweden,"Oxenstiernsgatan 26-34,Stockholm,10510,SE",https://www.snap.com/political-ads/asset/67e3e360b4f2b2e586a168b7c7deb37b504d45864ad749fe04ad3f699f72a877?mediaType=mov,"Green Living Enthusiasts,Hipsters & Trendsetters,Political News Watchers,Business News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Pet & Animal Lovers,Philanthropists",,
Blue State Digital,8499,1642154,USD,AHSHA SAFAI FOR MAYOR,Ahsha Safai for Mayor 2024,,18+,united states,"101 Avenue of the Americas, 12th Floor,New York,10013,US",https://www.snap.com/political-ads/asset/54115b94569d98f844635c5f451b6a08ab6ab8ec5e303dab22c9ef2387034e4f?mediaType=mp4,,,
Group C,2649,1641471,USD,,Iowa Secretary of State,,18-34,united states,US,https://www.snap.com/political-ads/asset/d5d0289480293ecad190793399783993827562d788dbbfc58e140a3edadde595?mediaType=mp4,,Iowa,
DSPolitical,10441,1621549,USD,,Rising Voice Action Fund,,18+,united states,US,https://www.snap.com/political-ads/asset/2a43e1e34c932c7dc2c68f324575ad144b6d8889757bb9e0b9a93657ee267460?mediaType=jpg,,,
Al-Sheikh Abdullah Nouri Charity,11249,1567126,USD,,Al-Sheikh Abdullah Nouri Charity,,22+,kuwait,KW,https://www.snap.com/political-ads/asset/bd21852768b8a59458c5c6e914953ec24dce703a7e20cb73a50f1541b54944fb?mediaType=jpeg,,,
spark*advocacy,6474,1558761,CAD,,Digital Media Association,,,canada,"6-71 Bank Street,Ottawa,K1P 5N2,CA",https://www.snap.com/political-ads/asset/840e47c668f4688a8da5c68ebb63a71546c7753e092f0a5b77c02f78431541f9?mediaType=mp4,"News Watchers,Political News Watchers",,
BCom Solutions,9071,1557686,USD,Gerry Connolly for Congress,Gerry Connolly for Congress,,18+,united states,"919 Central Ave,Auburn,68305,US",https://www.snap.com/political-ads/asset/c444cf1fb830ce66cab6ce88d38655f2970690e0353ec6dd721994e4c129af6c?mediaType=png,,,
Talking For Change,13500,1547032,CAD,,Talking for Change,,18+,canada,CA,https://www.snap.com/political-ads/asset/44841f232a552dcb84a672245b439e6c6a573c61beb2bd7a8d848d23f2d0de05?mediaType=jpeg,,,
Priorities USA,8676,1543053,USD,,PUSA Action and OVOV AZ PAC,,18+,united states,US,https://www.snap.com/political-ads/asset/4d023f1a6d1e38ae8c46eeb4dcabad32e3b733224df92340f18da18b6733cdb9?mediaType=mp4,"Hip-Hop Music Fans,Soul & R&B Fans",,
The New Media Firm,39541,1542760,USD,,New Jersey Education Association,,18+,united states,"1730 Rhode Island Ave, NW Ste 213,Washington,20036,US",https://www.snap.com/political-ads/asset/03096eba12dbd9569cd8533c025eb1fc49642d37a065794dd87e6123b45879bc?mediaType=mp4,,New Jersey,
FVAP,21000,1536439,USD,Federal Voting Assistance Program,FVAP,,18-29,united states,"701 N Westshore Blvd #200,Tampa,33609,US",https://www.snap.com/political-ads/asset/b10dc1bb416d8590176ea3a76ff10d05b0d3ffabc44b6f199a716d33757c8833?mediaType=png,,,
Venstre,39271,1429238,NOK,Venstre,Venstre,,18-35,norway,"Møllergata 16,Oslo,0179,NO",https://www.snap.com/political-ads/asset/97298d298fc981454fc5f4f7a1897ed7bc1025e093f3dfdd1bf15dec6501102d?mediaType=mp4;https://www.snap.com/political-ads/asset/a9f84cb33d2efba8c22c8c43806ac6369614a2af74c6c87ed09f7db2f74af575?mediaType=mp4,,,
Powers Interactive Digital,15350,1421457,USD,,American Medical Association PAC,,18+,united states,US,https://www.snap.com/political-ads/asset/8eb544c476e6422a237aaf2f4397b4b701161aa7cd763f1dbb765322b5128943?mediaType=mp4,,,
Binnenlandse Zaken,5000,1406971,EUR,,Binnenlandse Zaken SPF Intérieur,,18-40,belgium,BE,https://www.snap.com/political-ads/asset/cdb46f58f20dbbef897efab651876a1b7bfbd16fecfe9d2a563fc4532cb8dc93?mediaType=mp4,,,
Targeted Victory  LLC,33443,1390702,USD,Blackburn Tennessee Victory Fund,Blackburn Tennessee Victory Fund,,18+,united states,"2311 Wilson Blvd fl 2,Arlington,22201,US",https://www.snap.com/political-ads/asset/d893d2b56f162577307318d52abe8f1e900a39fa9e574e617c11a914affaeada?mediaType=mp4,,,
تطبيق حجز,4198,1308674,USD,hamed 1,Hamed Mohry Albathali,,16+,kuwait,KW,https://www.snap.com/political-ads/asset/b38a010036e6a0a236d4b317269b985dd52529a8534db11c1534fa2b24203793?mediaType=jpeg,,,
optimize advertising & marketing company wll,5356,1306974,USD,,عبدالعزيز الابراهيم,,27+,qatar,"jaber almubarak st, behbehani complex, m floor, office 56,KUWAIT CITY,13046,KW",https://www.snap.com/political-ads/asset/81b151b5c82d8d2a21422fe048a61412c55355977a8cfc88425968772f2a076e?mediaType=mov,Philanthropists,,
Powers Interactive Digital,9950,1294984,USD,Kamala Harris for President,United Association,,18+,united states,US,https://www.snap.com/political-ads/asset/db905f25d70418407e42865c8f2958313f2f51b0eca50ede4ee4a60fce311127?mediaType=mp4,,North Carolina,
BCom Solutions,4595,1279544,USD,Go Vote Today,Bold Alliance Inc,,18+,united states,"919 Central Ave,Auburn,68305,US",https://www.snap.com/political-ads/asset/90b76da7d09f16a08bc207288ed2f3b0e19f0ae0210bae14a5a0582d86b23e1e?mediaType=jpeg,,Nebraska,
Cossette Media Inc,17998,1277159,CAD,,ElectionsCanada/ÉlectionsCanada,,18-24,canada,"P.O. Box. 11613, Succ. Centre-ville,Montreal,H3C5V9,CA",https://www.snap.com/political-ads/asset/53ed749bc3210f091807f43950f92db3470d8bf587b466e4548456ac91dc34f3?mediaType=mp4,,,Quebec
Middle Seat Consulting  LLC,37178,1247134,USD,National Nurses United for Patient Protection PAC,National Nurses United,,18+,united states,"Po Box 21600,Washington,20009,US",https://www.snap.com/political-ads/asset/071c4493324cf42a2d6490615883577849d3d8cbe0abf119087991c455448957?mediaType=mp4,,Ohio,
Jellyfish France,10367,1244471,EUR,,Amnesty International,,18+,france,"10 rue henner,paris,75009,FR",https://www.snap.com/political-ads/asset/de4f18b123963d6eda184d63d4fc816bff61ca97afe9a03f7c96340ddc54e682?mediaType=jpeg,,,
Green Party / Comhaontas Glas,2705,1244457,EUR,,Green Party,,18+,ireland,"16/17 Suffolk Street ,Dublin,d02TA44,IE",https://www.snap.com/political-ads/asset/56292cc533480b2ba96361c97936e370ee67071cf7d76d089a398c1e62d7b734?mediaType=mp4,,,
Clearoute Inc.,17945,1237156,CAD,,Humaniti,,25+,united states,CA,https://www.snap.com/political-ads/asset/23e75ed333c4103b05b642f858595b41d32017089cb259f0c5fe1a91ba7b5cc7?mediaType=mp4,Philanthropists,,
Hamad Hammoud,4904,1235254,USD,,Hamad Hamoud Obaid Alshammari,,22+,kuwait,"Doha, Block 2, Street 6, Hamad Hammoud Office,Kuwait City,35002,KW",https://www.snap.com/political-ads/asset/525e0fa37d0fe23684a51874135c4cdc718f1f7bd34e83d4647eba49bfae2610?mediaType=mp4;https://www.snap.com/political-ads/asset/2d1bf853a86f6509345ddb0371cfde167a6946bb83ceb295cc285ea59fbca604?mediaType=mp4,,,
Assemble the Agency,25163,1233737,USD,Measure G,YES ON G,FEMALE,49-,united states,US,https://www.snap.com/political-ads/asset/e357e25831e4e31c0c6d19cd3c238dfffcad8cb1bbbf6d725866dd2853a7ce8c?mediaType=mp4,,,
Choose Life Marketing,6822,1226892,USD,,MOA2A,FEMALE,35-,united states,US,https://www.snap.com/political-ads/asset/6e22ca47f5fc9e896933aef223502d4c2abbed2b3e29eb914a64589113ae7e2d?mediaType=png,,Missouri,
RIESTER Sonoran LLC,26444,1222857,USD,Get Democracy Done,Clean Elections,,18-20,united states,"3344 E. Camelback Rd.,Phoenix,85018,US",https://www.snap.com/political-ads/asset/b21910afa40bc81c78011e26ea7fe0619df280c2fe94a9253acbb9112f031d60?mediaType=mp4,,Arizona,
VoteRiders,15220,1214559,USD,,VoteRiders,,18-27,united states,US,https://www.snap.com/political-ads/asset/4785399f1787a5b2f595fb1c2db00c0fd54225f3e58a4ca7a8c586a7e1e9e603?mediaType=mp4,,,
upart,1261,1180114,EUR,,Amt der Oö. Landesregierung,,16-20,austria,"Wildbergstraße 4,Linz,4040,AT",https://www.snap.com/political-ads/asset/3ff751db82642716d17c39a7bded56ed097a3d9419452e010defbd7bc074e623?mediaType=mp4,,Oberosterreich,
Daily Mail,6497,1176352,USD,,Send The Vote,,18+,united states,"51 Astor Place, 9th Floor,New York,10003,US",https://www.snap.com/political-ads/asset/11e02ac12e81e3626da6fa9028a78388f3a7a1aac70ccd44aecff207c8cef0f0?mediaType=mp4,,Michigan,
Navigate Campaigns,5998,1163112,USD,,Moving Montana Forward,,18-39,united states,"1328 Florida Ave NW,Washington,20009,US",https://www.snap.com/political-ads/asset/a956bc93d2342cf92149db8a2e8924f4f7a281319eff91058dbc886404de376c?mediaType=png,,Montana,
MedGlobal,17833,1152634,USD,,MedGlobal,,18+,canada,US,https://www.snap.com/political-ads/asset/5aad1053ae59b60407f25d1ebe82e7ebce5f2cf9c044e563a114f449be69b501?mediaType=png,Philanthropists,"Alberta,Ontario",
Commonwealth Communications,26392,1115184,USD,People Power Pennsylvania,People Power Pennsylvania,,18-30,united states,"724 LINCOLN BLVD,Venice,90291,US",https://www.snap.com/political-ads/asset/f79e11e237a8a1a27bfca56f4f63c30478adeccb3727ad5126c4093023bd4a67?mediaType=mp4,,,
Hensikt AS,91999,1097738,NOK,Aksjon for Norsk eierskap,Norskeid / Aksjon for norsk eier,,18+,norway,"Karenslyst Allé 9A,Oslo,0278,NO",https://www.snap.com/political-ads/asset/8dc2d3227fd89d6abb949430aad208698f4ac778e70c0ef3254a271cf2603869?mediaType=mp4,,,
A New Generation,8009,1078508,USD,,A New Generation,FEMALE,30-,united states,"3027 Landover Blvd,Spring Hill,34608,US",https://www.snap.com/political-ads/asset/4cc94376e16359bac4a94f22cd91b58ec462727f9a712e7995f5d96fdebfa8ba?mediaType=png,,,
Blue State Digital,33161,1072949,USD,,Mercy Corps,,18+,united states,"101 Avenue of the Americas, 12th Floor,New York,10013,US",https://www.snap.com/political-ads/asset/52a42682263d72d060d20718b80324a8d368aa554cabc7a520ff4a094c626ce5?mediaType=mp4,,,
Navigate Campaigns,10000,1056235,USD,Western Native Voice Votes,Western Native Voice Votes,,18+,united states,"1328 Florida Ave NW,Washington,20009,US",https://www.snap.com/political-ads/asset/a805bcfba8b34658250edf9cad346a1b26cc9bea7294a41f945bb9a092e8c113?mediaType=mp4,,,
Context Media,23490,1044527,SEK,,Socialdemokraterna Kronoberg,,18+,sweden,"Västra Norrlandsgatan 7 ,UMEÅ,90327,SE",https://www.snap.com/political-ads/asset/00633513928a3b5dfd3ea406ffc53f67f32e2f40f0ed01f4d9f8b025b6778347?mediaType=jpg,,Kronobergs Lan,
Chong and Koster,7302,1029058,USD,,Feminist Majority Foundation,,18-35,united states,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",https://www.snap.com/political-ads/asset/3d51ffbc54ddd0a3e1cdf0cd22505f8dc98eb96e8c0f67d12f7986dd59c590c9?mediaType=png,,"Arizona,Nevada",
Choose Life Marketing,5164,1022484,USD,,Ascend Women's Center,FEMALE,30-,united states,US,https://www.snap.com/political-ads/asset/9859e6b562aad062028400299bc5a181c9d0de5c7aaf3c73aa022461821c62a9?mediaType=png,,,
Majesty Ventures LLC,3245,1010758,USD,Orange County Registrar of Voters,Orange County Registrar ofVoters,,18+,united states,US,https://www.snap.com/political-ads/asset/47b82807e119ef7345a5eb32ecab0b97f123b82a7f9df023a2e5ccac1348ce4c?mediaType=mp4,,,
Ad Dynamo,3234,1007285,USD,,IEC South Africa,,18-34,south africa,"The Clock Tower, Waterfront, Cape Town, 8001, South Africa,Cape Town,8001,ZA",https://www.snap.com/political-ads/asset/d0b504d46a4c63ab58768940be31f3cfaff443cc0bf1200f916ab49a2cbf7ad4?mediaType=mp4,,,
Authentic Campaigns Inc,15298,999530,USD,,Avow,,18+,united states,"4422 N Ravenswood Ave # 101,Chicago,60640-5803,US",https://www.snap.com/political-ads/asset/4659e4d9e3b67f8852072a1b47f480647983bf71b6911b80dcd3aafa720d5f49?mediaType=mp4,,,
Swing Left,6860,995713,USD,,Swing Left,,18-35,united states,US,https://www.snap.com/political-ads/asset/f6c64f1a287c1bfd465fe5eac902dae9341768ac8db301f39f8fa2e0826a8459?mediaType=mp4,Political News Watchers,,California
NOAH - for dyrs rettigheter,15673,992358,NOK,,NOAH - for dyrs rettigheter,,18+,norway,"Dronningens gate 13,Oslo,0152,NO",https://www.snap.com/political-ads/asset/ecee6049fed171799a8adfb221e196c53a3c487a57ffc6774e257298be8f9699?mediaType=mp4,,,
Chong and Koster,4999,991791,USD,,KYRFF,,18-25,united states,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",https://www.snap.com/political-ads/asset/8e12168eb936a6ec6cd325512826d96818eb7e97fc181b86ee3ee053bb992d4e?mediaType=mp4,"Political News Watchers,Philanthropists",Kentucky,
Red Edge LLC,35357,975677,USD,,NSSF,FEMALE,25-49,united states,"2300 Clarendon Blvd,Arlington,22201,US",https://www.snap.com/political-ads/asset/6d2051839055601d9b376a8f8ab4c9cb9b135863fa55d14449309ca69ee324f8?mediaType=mp4,,"District of Columbia,Virginia,Maryland,Arizona,Georgia,North Carolina,Colorado,Pennsylvania",
New Economic Frontier,4999,970057,USD,Measure 5,New Economic Frontier,,18-35,united states,US,https://www.snap.com/political-ads/asset/69b73fdeb69e29ce4c707cbc3e35642822191ee7247dd50d1a16b2bbb504a1ed?mediaType=png,,North Dakota,
Middle Seat Consulting  LLC,29110,965438,USD,Alexandria Ocasio Cortez,Alexandria Ocasio-Cortez,,25+,united states,"Po Box 21600,Washington,20009,US",https://www.snap.com/political-ads/asset/935a45f4228e55e110d0e41bfc89fec83007b4e01e3afcf5e1b8b4857e5524be?mediaType=mp4,,,
Republican National Committee,12095,962528,USD,Republican National Committee,Republican National Committee,,25+,united states,"310 FIRST STREET SE,WASHINGTON,20003,US",https://www.snap.com/political-ads/asset/63933a4defde61745085d1e51fbfa3446b36c9afafb7210fc6c77498252b4875?mediaType=mp4,,,
Trilogy Interactive,15354,945517,USD,Wesley Bell,DMFI PAC,,,united states,"2054 University Ave STE 600,Berkeley,94704,US",https://www.snap.com/political-ads/asset/2fdfbc0350159712d5c6a1837499e130a8d671dcab504beece067e7d6d22e0e7?mediaType=mp4,,Missouri,
Watershed Strategy,4600,932642,USD,,Everytown Action Fund,,18-34,united states,"1250 Connecticut Ave NW, Suite 700,Washington,20036,US",https://www.snap.com/political-ads/asset/f64739154fcbb3b3bfd3e19ea2499e9110adb3bd2336ba679a74de5f5367539a?mediaType=png,"Advocates & Activists,Collegiates",,
Saguaro Strategies LLC,13634,923412,USD,,Yes on 131,,18+,united states,US,https://www.snap.com/political-ads/asset/4eeb51810678e8076b1e2a1e47f0b2983aa7cc8bdadf312cb7f0fcd619ccd299?mediaType=jpeg,,,
Arena Online,19685,917681,USD,Your Money to Prisoners,NRSC,,18+,united states,"1780 Sequoia Vista Cir,Salt Lake City,84104,US",https://www.snap.com/political-ads/asset/db5fbd38ae73713828d6a4072f995477525b13dda77cc194f705eccbbb2ded2c?mediaType=mp4,,,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming"
Bonyan org,4716,909759,USD,,Bonyan Organization,,25+,saudi arabia,"838 N Delaware St Ste 9 #1112 Indianapolis,Indianapolis,46204,US",https://www.snap.com/political-ads/asset/b9d44ed4c4701877fb5fc9f8864f092d7aa1ca7029333dc32e9e1b962255123f?mediaType=mp4,,,
Systems Change Strategies,2994,905288,USD,Yes on 3 RI,Yes on 3 RI,,18+,united states,"2088 Broad Street,Cranston,02905,US",https://www.snap.com/political-ads/asset/7ca718e424a9518ea75587a390ed8e2c2ce98c459485b021175ce2e12c1a94e6?mediaType=mp4,,Rhode Island,
Blue State Digital,19100,836401,USD,,UNCF,,22-49,united states,"101 Avenue of the Americas, 12th Floor,New York,10013,US",https://www.snap.com/political-ads/asset/8442e62621d09d98fe6fb1a8f4638246175772ead6dc6845cedeaf2ea8f94699?mediaType=mp4,,,
MiQ - US Social,16039,835555,USD,PowerPAC,PowerPAC,MALE,18+,united states,"261 Fifth Ave,New York,10016,US",https://www.snap.com/political-ads/asset/775def7ab08a34796f6f1f2b902548e9be3a0558576114830b2001592d4fbb10?mediaType=mp4,"Advocates & Activists,News Watchers,Sneakerheads,College Basketball Fans,Basketball Fans,Hip-Hop Music Fans,Soul & R&B Fans",Pennsylvania,
Authentic Campaigns Inc,16143,830499,USD,,Stand Up Indiana Action Fund Inc,,18+,united states,"4422 N Ravenswood Ave # 101,Chicago,60640-5803,US",https://www.snap.com/political-ads/asset/1b178deb73b7cabcfe663ebbbea82b39e22d777eeb391716beb73d5a377c04a3?mediaType=mp4,,,
MVAR Media,4249,799658,USD,Christian Phelps,Wisconsin ADCC,,18+,united states,"1421 Prince St Suite 320,Alexandria,22314,US",https://www.snap.com/political-ads/asset/b177088bb56f723ea46c7c646bfc5b569ec29ae786204ebaf10a7d261532d89b?mediaType=mp4,,,
WKQ Media LLC,15930,787028,USD,Non Partisan Voter Turnout,Engage Michigan,,18-34,united states,"1502 Kearny St NE,Washington,20017,US",https://www.snap.com/political-ads/asset/ee5bd5f67a71d074d129885e966e9913e0c73d583e6c9f5ab965091f095c29f7?mediaType=mp4,Collegiates,,
Amidays,72797,778558,NOK,,Høyre,,18+,norway,"Bygdøy Alle 1,OSLO,0257,NO",https://www.snap.com/political-ads/asset/5f1b05ca0c1227068308f9f63cda8bf67439250c030401587f1fd4ba55456ad9?mediaType=mp4,,,
Townsquare Ignite,2699,772583,USD,,Sage Women's Center,FEMALE,16+,united states,"1 Manhattanville Road, Ste 202,Purchase,10577,US",https://www.snap.com/political-ads/asset/b22d4eceb1315d4d783dab34e75be3e805e4f48d0b454e1a1693c0877158be90?mediaType=jpg,,,
Hammerfest,1998,754106,EUR,Gemeente Amsterdam,Gemeente Amsterdam,,18-24,netherlands,NL,https://www.snap.com/political-ads/asset/7782b2f606a95494d24348ab2a5f9f2758f4f3f3291b3f3785d92f02f5235400?mediaType=mp4,,,
Precision Reach,3121,737894,USD,Invest In Our Land,"Invest In Our Lands, LLC",,,united states,US,https://www.snap.com/political-ads/asset/aed075ea5782072975f7628f0dbeabb884850a0d2c8d3be74bcb64b2f808a6d5?mediaType=mp4,,"Minnesota,Pennsylvania,Arkansas,Michigan,Georgia,Colorado",
Aisle 518 Strategies LLC,14060,731416,USD,Campaign for Democracy,Campaign for Democracy,,18+,united states,"1133 15th St NW,Washington,20005,US",https://www.snap.com/political-ads/asset/fb813f1f36bc6424828b39dfdae3774b54f3f027c5e19655d43afc77f0504e96?mediaType=mp4,,,
باكستان,3096,725277,USD,,جمعية تكوين الانسانية,,18+,kuwait,"الرقة ق1 ش19 م364,الرقة,27200,KW",https://www.snap.com/political-ads/asset/2e15ecabeb868f0135b45f4ab3216804440ee8849aa0d73ce630ddaa5f8b64da?mediaType=mp4,,,
ICON MEDIA,3872,712243,USD,,ICON MEDIA,,20+,kuwait,KW,https://www.snap.com/political-ads/asset/6f53e9092d4515445dd8c31aef4e4aa3c512af2816483e76481bea72729b3f33?mediaType=jpeg,,,
Blue State Digital,5997,705038,USD,DLCC,DLCC,,25+,united states,"101 Avenue of the Americas, 12th Floor,New York,10013,US",https://www.snap.com/political-ads/asset/0e507a604ebcf5883b124055530206a2f36c1a755903963490225db425176e1e?mediaType=mp4,"Advocates & Activists,Political News Watchers",,
