OrganizationName,Spend,Impressions,Currency Codes,CandidateBallotInformation,PayingAdvertiserNames,Genders,AgeBrackets,CountryCodes,BillingAddresses,CreativeUrls,Interests,Regions (Included),Regions (Excluded)
League of Women Voter of the United States,24542,1201108,USD,,League of Women Voters EF,FEMALE,18-44,united states,"1233 20th ST NW,Washington,20036,US",https://www.snap.com/political-ads/asset/ce3854d25876155e2f883ef15a9943d28cd07e888fbe4a6d6f61ab4af93c7a5a?mediaType=png,,Texas,
lProspect Canada lnc,7051,1188116,CAD,,Government of British Columbia,,19-27,canada,"1075 West Georgia Street,Vancouver,V6E 3C9,CA",https://www.snap.com/political-ads/asset/e5721170617a91e8fcc163fce8c9b8c96c5cf29355aa1920c848f65f481a618e?mediaType=png,,British Columbia,
RIESTER Sonoran LLC,21037,1149065,USD,AZ Clean Elections,Clean Elections,,18+,united states,"3344 E. Camelback Rd.,Phoenix,85018,US",https://www.snap.com/political-ads/asset/d06eb14edc22741f30a65ba7e7ccbe779081ccd7badc362f4a864f009eb1bbc5?mediaType=mp4,,Arizona,
Beekeeper Group,4249,1125862,USD,,NAMI,,18+,united states,US,https://www.snap.com/political-ads/asset/fb35ff0adda54fcb48233bd1bb28b6941241d322721fd8e626da7c65b16e115b?mediaType=mp4,,,
DSPolitical,4363,1105395,USD,,Los Angeles County Registrar-Rec,,18-39,united states,US,https://www.snap.com/political-ads/asset/b2b8c6e61ec272c01ece09f131cfa67824596d0027593ddca0653721a69e3078?mediaType=mp4,,,
Good to Go Digital,2873,1097677,AUD,First Peoples Assembly Of Victoria,First Peoples' Assembly of Vic,,16+,australia,"54 Wellington Street,Collingwood,3066,AU",https://www.snap.com/political-ads/asset/5ee7cabb902274d25a0f16e78f14b596a86ed5bee7f1514a7e937abb90190798?mediaType=mp4,,Victoria,
Digital Media Enzo B.V.,2745,1075078,EUR,Gemeente Amsterdam,Gemeente Amsterdam,,16-25,netherlands,"Wibautstraat 131-D,Amsterdam,1091GL,NL",https://www.snap.com/political-ads/asset/5674979fb60e181e34455e7ba319d4b42f9c662a395798ddcf9df90432ddb8db?mediaType=mp4,,,
Bully Pulpit Interactive,26096,1073685,USD,,Common Source,,18+,united states,"1445 New York Ave NW,Washington,20005,US",https://www.snap.com/political-ads/asset/797b20c0b7e0e714e1027658b8df340cd8faef886e45d40ed0ca1ea8abb83240?mediaType=mp4,,Iowa,
Gambit Strategies,10896,1064620,USD,,Katherine Clark for Congress,,18+,united states,"2939 Van Ness St NW #1006,Washington,20008,US",https://www.snap.com/political-ads/asset/cf1bcf20b0fe82b23da5a83c2f8a3ebfcf87a32a3284825378f2516a6f20f3e7?mediaType=png,,Massachusetts,"Connecticut,New York,New Hampshire,Rhode Island,Vermont"
2XL Online,45464,1060380,NOK,,SOS-Barnebyer,,25+,norway,"Johanna Wolls Väg 18, 2XL Online,Kävlinge,24436,SE",https://www.snap.com/political-ads/asset/4038881962b0b0bfff2e8760274724d66a3afd49a33c25d01a4223da4cafcdc0?mediaType=png,,,
Scottish Greens,693,1027347,GBP,Scottish Greens,Scottish Green Party,,18-25,united kingdom,"19B Graham Street,Edinburgh,EH6 5QN,GB",https://www.snap.com/political-ads/asset/1b0a9ad95eda15049103c875e56bcc2bd432211fdd701ea7cebbbaf2f47e1561?mediaType=png,,"Edinburgh,East Lothian,West Lothian,Midlothian",
C+K,27682,1001207,USD,,League of Conservation Voters,,18+,united states,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",https://www.snap.com/political-ads/asset/3706fc12a5cf52a50d3307165205ecf9d2881f00c7de015334bbd9288f0e89cd?mediaType=mp4,Outdoor & Nature Enthusiasts,,
Choose Life Marketing,1543,939429,USD,,Innervisions Healthcare,FEMALE,30-,united states,US,https://www.snap.com/political-ads/asset/ba0ea41fe9b05cd8b0ef87d3b8af7a827bd9cc1576c6a4590babc137fb5e05a9?mediaType=mp4,,,
Arena Online,11349,911441,USD,Dan Sullivan,Alaskans for Dan Sullivan,,30+,united states,"1780 Sequoia Vista Cir,Salt Lake City,84104,US",https://www.snap.com/political-ads/asset/af90ef488afc0ef2f200ce9241c423e5a19aa920b9013d89317b0d63c8c3baa2?mediaType=mp4,,,
Powers Interactive Digital,7362,908185,USD,United Association,United Association,,18+,united states,US,https://www.snap.com/political-ads/asset/4c6924eda5c5b91ced313e8274af7e5b61e7a733738f19c22cdbadd38dbd16ed?mediaType=png,,Wisconsin,
OMD Norway,14677,892603,NOK,,Gjøvik og Toten Venstre,,18-30,norway,"PO Box 1165 Sentrum 0107 OSLO,Oslo,0107,NO",https://www.snap.com/political-ads/asset/140e6b55bb59553992adf4026400b7ea563bcf9cba57ac5d92dc20c2ce30b011?mediaType=mp4,,,
Al-Sheikh Abdullah Nouri Charity,3244,881262,USD,,Al-Sheikh Abdullah Nouri Charity,,21+,kuwait,KW,https://www.snap.com/political-ads/asset/ed5e441877c1f5fc1bcdcd6fa1789cbe9a8fd6210e2af9a046a079edb12440f6?mediaType=mp4,,,
C+K,11992,831723,USD,,upEND,,18-45,united states,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",https://www.snap.com/political-ads/asset/61243fb7db1a6749fc660f976df143961e0c65f49a8eba6de710d950c0251319?mediaType=mp4,"Bachata Music Fans,Latin Music Fans,Reggaeton Music Fans,Traditional Mexican & Colombian Music Fans,Soccer Enthusiasts,World Cup Enthusiasts,Mexican Food Buyers,Hair Spray & Hair Styling Product Buyers,Hand & Body Lotion Buyers,Hand & Body Lotion Buyers - Vaseline Brands,Health and Beauty Buyers Intent,Health and Personal Care Buyers,Skin Care Buyers Intent","Texas,Mississippi,Louisiana",
Choose Life Marketing,1671,831530,USD,,Ascend Women's Center,FEMALE,34-,united states,US,https://www.snap.com/political-ads/asset/985ca986c30c01df4bec862b44b8965221346a950330eaa0a8b141732ae3bd78?mediaType=mp4,,,
alsalam charity,2427,821605,USD,,Alsalam charity,,25+,kuwait,"kuwait,kuwait,30001,KW",https://www.snap.com/political-ads/asset/03f2e9a0954acb40a8005249a88aaddd8c98bde8f754ac9a769a4f4e40a50196?mediaType=png,,,
Blueprint Interactive,4250,816224,USD,Sierra Club of Virginia Chapter,Sierra Club Virginia Chapter,,,united states,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",https://www.snap.com/political-ads/asset/b975c04d58de2bd1de8343e97c8b6de33ae0a6297040f7b50c73d62a9d74eaf4?mediaType=mp4,"Adventure Seekers,Advocates & Activists,Arts & Culture Mavens,Green Living Enthusiasts,Outdoor & Nature Enthusiasts",Virginia,
Choose Life Marketing,1291,797873,USD,,The Open Door,FEMALE,,united states,US,https://www.snap.com/political-ads/asset/22d52572bd8008d3dc8fe42390b26012dee71c950b29a90bdfb2b9be85853efa?mediaType=mp4,,,
Pound & Grain,1955,791389,CAD,,Catholic Teachers (OECTA),,18+,canada,CA,https://www.snap.com/political-ads/asset/209efad7864c9cb171c74fb1dd5302b0d2249e60e47e97b52cca224b90875d9f?mediaType=mp4,"Advocates & Activists,Canada Newcomers,Men's Lifestyle,Parents & Family-Focused,Women's Lifestyle",Ontario,
GMMB  Inc,30769,771385,USD,,Coalition for an Affordable NY,,18+,united states,"3050 K Street,Washington,20007,US",https://www.snap.com/political-ads/asset/d132458624d0e6c0461ebb0f406cc7deff652519773b50d69a5afb1f49bb76c7?mediaType=mp4,,New York,
GMMB  Inc,6104,761095,USD,,House Majority Pac,,18+,united states,"3050 K Street,Washington,20007,US",https://www.snap.com/political-ads/asset/f9c7201f1a4fa8a54961989dfcd9fddb45e22822018b696d3058bc722ca3f984?mediaType=mp4,,,
Dentsu Aegis Network Ireland,2636,745945,EUR,,Electoral Commission Ireland,,18+,ireland,"Two Haddington Buildings 20-38 Haddington Road,, Dublin ,D04HE94,IE",https://www.snap.com/political-ads/asset/3e3dfd10ea72d216c0ba248f8c8e8a49862a3539abed8f587ff01593583164db?mediaType=mp4,,,
Working America,3447,737030,USD,,Working America,,18+,united states,US,https://www.snap.com/political-ads/asset/26c5a884ee1f31a2ba936db0d6b451ea3161f9555a09d120a810266719ec49ef?mediaType=mp4,,,
Push Digital Group,2000,736866,USD,Josie Tomkow,Josie Tomkow,,18-30,united states,US,https://www.snap.com/political-ads/asset/4a3b4d32ae8365208bc9568a14cbe816d1b90fde4caa5597e2d52ed8665c3816?mediaType=mp4,,,
Gambit Strategies,13897,661425,USD,,CFFE,,18+,united states,"2939 Van Ness St NW #1006,Washington,20008,US",https://www.snap.com/political-ads/asset/6447f3cec251778d5c67e9f4acc632ef0d46d08a11e2e91321a990abbe078e28?mediaType=mp4,,Maine,New Hampshire
One Ummah Charity,3112,620229,GBP,,One Ummah Charity,,20+,united kingdom,GB,https://www.snap.com/political-ads/asset/66114aa70b0e071dd1c7b28e08ddab0d17243fac9beeed2b976679b071374b84?mediaType=mp4,,,
Baitulmaal  Inc.,10710,614527,USD,,"Baitulmaal, Inc.",,18+,united states,US,https://www.snap.com/political-ads/asset/2b4d0e1f997d9896c719ce872ae3233588a4b8c95b5c16a816f40e74580b31a5?mediaType=mp4,Philanthropists,,
Caring Hearts Pregnancy Center,3392,606947,USD,,Caring Hearts Pregnancy Center,FEMALE,18-35,united states,"1515 Aldersgate Rd,Little Rock,72205,US",https://www.snap.com/political-ads/asset/80730fc17ae95eb5adec66e271e00a33f4bf3775c69796d0ef1dc7da92fb3700?mediaType=mp4,"Wellness & Healthy Lifestyle,Women's Lifestyle,shp_6",Arkansas,
Gambit Strategies,10139,586006,USD,,A More Affordable Nevada,,18+,united states,"2939 Van Ness St NW #1006,Washington,20008,US",https://www.snap.com/political-ads/asset/960c219fcd70d72575be7d647241b933087e3342e4f45e4a5fb0605e5637b947?mediaType=png,,Nevada,"Arizona,California,Idaho,Oregon,Utah"
VoteRiders,1216,569424,USD,,VoteRiders,,18-35,united states,US,https://www.snap.com/political-ads/asset/a56f869779275d65af336c65b6f013a01d47034bd82a7821afa71274778e6d96?mediaType=mp4,,,
Scottish Labour Party,7595,558412,GBP,,Scottish Labour Party,,18+,united kingdom,GB,https://www.snap.com/political-ads/asset/4d12c2205ba682880b9259200920ec009a421f02f3ce7178941bdcf7a1e23ffa?mediaType=mp4,,,
Seda Custom Design LLC,2143,551646,USD,,DemsVote,,18+,united states,"6048 Via Casitas,CARMICHAEL,95608,US",https://www.snap.com/political-ads/asset/3e629c996505d8ddb9eb68e8003613d8633972bb5768bed506d711c324527778?mediaType=mp4,"Clubbers & Party People,Hip-Hop Music Fans",Wisconsin,
Open Hand Media,10499,523986,USD,,Planned Parenthood,FEMALE,18-35,united states,"235 E. Broadway, Suite 320, Long Beach, CA,Long Beach,90803,US",https://www.snap.com/political-ads/asset/0dede43f583437635d5b531cc25e2f47d43ce3df03c721ea47c3a247ba5a8880?mediaType=mp4,"Hip-Hop Music Fans,K-Pop Music Fans,Latin Music Fans,Reggaeton Music Fans,Soul & R&B Fans",,
باكستان,837,493715,USD,,جمعية تكوين,,,turkey,"الرقة ق1 ش19 م364,الرقة,27200,KW",https://www.snap.com/political-ads/asset/49f8d4929adbbf6485ce3ecf1b7d38c4c94051222035a97e3aa8bc2a76fc7fed?mediaType=png,,,
Break Something,10201,488165,USD,,American Democracy Project,,18+,united states,"1930 18th St NW Suite B2 #562,Washingotn,20009,US",https://www.snap.com/political-ads/asset/49b12095cf9a8aead8593c5fff2b7f822a7311537914824011f1b3092605a309?mediaType=mp4,"targetsmart_23,targetsmart_22,targetsmart_21,targetsmart_15,targetsmart_18",,
Hampshire County Council,949,481816,GBP,,Hampshire County Council,,18-25,united kingdom,GB,https://www.snap.com/political-ads/asset/8e6d6d99eefdb4802daced6a28e5e3b0bf5762f84e3e466f9f3a1ffbbea95875?mediaType=mp4,,Hampshire,"Southampton,Portsmouth,Isle of Wight"
Assemble the Agency,9640,465141,USD,,AFSCME,,18+,united states,US,https://www.snap.com/political-ads/asset/8724fcf2449e94257611da80bb17ada9bda42408559730e10e93ce99780c843b?mediaType=png,,Michigan,
Gambit Strategies,6498,454638,USD,,Chris Pappas for Senate,,18+,united states,"2939 Van Ness St NW #1006,Washington,20008,US",https://www.snap.com/political-ads/asset/26d0471d5efb1afe70db4d51350f900b93aa3ccdb2f67d1317f2b993c2403bdc?mediaType=png,,New Hampshire,"Maine,Vermont,Massachusetts"
GMMB  Inc,9092,428755,USD,,Abundant Housing Mass PAC,,18+,united states,"3050 K Street,Washington,20007,US",https://www.snap.com/political-ads/asset/6a909f9c63b17846309c47681d572baeba0844e499b58df746dd9a73050e857a?mediaType=mp4,,,
Greater London Authority,684,422975,GBP,,Greater London Authority,,18-,united kingdom,"City Hall, Kamal Chunchie Way,,London,E16 1ZE,GB",https://www.snap.com/political-ads/asset/a04068dd9ccee2be61d2683c269dbd3369cb675d611a8ebd526f87eb0357f175?mediaType=mp4,,London,
Gambit Strategies,12347,408975,USD,Luna for Sheriff 2026,Luna for Sheriff 2026,,18+,united states,"2939 Van Ness St NW #1006,Washington,20008,US",https://www.snap.com/political-ads/asset/51a5f8943c01b773508e841ca24825bd504d7d04c4cc3904788c081a55646173?mediaType=mp4,,California,"Nevada,Arizona,Oregon"
LumenAd,2152,403990,USD,,Parkridge Pregnancy Medical Clin,FEMALE,18-35,united states,US,https://www.snap.com/political-ads/asset/8436dc82d1c448f9b2ef4e094a281278cdecec44a3de152cc8cc8a0e05d51089?mediaType=png,,,
C+K,5998,403803,USD,,MN Independent Abortion Clinics,FEMALE,18-45,united states,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",https://www.snap.com/political-ads/asset/92e5747fd16c085c54f488c757e6585cb5d5fb67eb565100037f5fb9a1803db2?mediaType=png,,Minnesota,
Pivotus,2498,385302,AUD,,Tasmanian Electoral Commission,,18+,australia,"6 Wilson Street,West End,4101,AU",https://www.snap.com/political-ads/asset/3710ae8b4f9bda9e403b1a80d7d955d6ede7c038ba576bb2904f08b2b9726321?mediaType=mp4,,,
Movement Labs,4016,381776,USD,,Vote Up,,18+,united states,US,https://www.snap.com/political-ads/asset/3f648aeab0207aeb680b89efcffd6a0f110a66207e0de0f5c67b1436f124e409?mediaType=mp4,,,
New Day Women's Clinic,3134,379381,USD,,New Day Women's Clinic,FEMALE,29-,united states,US,https://www.snap.com/political-ads/asset/5c7d36154ab845265f684178ced874d79a90e8a9f3659c2fa1fbc620cb02611b?mediaType=mp4,,,
C+K,7110,377134,USD,,Blue Ridge Abortion Fund,FEMALE,21-39,united states,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",https://www.snap.com/political-ads/asset/2a27fc2c050f4b87b1dac2293ee311d2f8284ac377f3058ffd1f3a4846db4927?mediaType=png,"Advocates & Activists,Arts & Culture Mavens,Clubbers & Party People,Fashion & Style Gurus,Meme Watchers,Parents & Family-Focused,Solopreneurs,Startup Leadership,Wellness & Healthy Lifestyle,Women's Lifestyle,Children's Product Buyers,Feminine Hygiene Buyers,Feminine Hygiene Buyers - Always Brands,Feminine Hygiene Buyers - Kotex Brands,Hair Care Accessories Buyers,Hair Products Buyers,Hair Spray & Hair Styling Product Buyers,Hand & Body Lotion Buyers,Hand & Body Lotion Buyers - Vaseline Brands,Health and Beauty Buyers Intent,Health and Personal Care Buyers,Skin Care Buyers Intent,Last 12 Months Buyers - BJs,Last 12 Months Buyers - Costco,Last 12 Months Buyers - Dollar General,Last 12 Months Buyers - Dollar Tree,Last 12 Months Buyers - Family Dollar,Big Box Store Buyers - Kmart,Big Box Store Buyers - Walmart,Buy One Get One Free Buyers,Club Warehouse Buyers,Club Warehouse Buyers - BJs,Club Warehouse Buyers - Costco,Club Warehouse Buyers - Sams,Discount Buyers,Discount Buyers - Big Lots,Discount Buyers - Dollar General,Discount Buyers - Dollar Tree,Discount Buyers - Family Dollar,Discount Buyers - Five Below,Discount Buyers - Harbor Freight Tools,Discount Buyers - Meijer,Discount Buyers - Ollies Bargain Outlet,Supermarket Buyers - Pay Less Kroger,Wireless Providers All Credit Buyers,Wireless Providers Heavy Credit Buyers,Airline Buyers - Frontier Airlines,Airline Buyers - Southwest",Virginia,
TKO Political,4579,371283,USD,Troy Jackson for Senate,Troy Jackson for Senate,,18+,united states,"2800 Abilene Dr,Chevy chase,20815,US",https://www.snap.com/political-ads/asset/3589bfb17fd301987989272636a6d49d532d984d6a945b57c95627355a7e9d58?mediaType=mp4,,Maine,
Mercy USA,6104,362563,USD,,Mercy-USA,,18+,united states,US,https://www.snap.com/political-ads/asset/edbdc135b5d6d9849611864ab22a8eb5b1891c4990fc6ead13321900f4b0bb0c?mediaType=mp4,,,
Florida Pregnancy Care Network,10371,362289,USD,,BowStern Marketing & Communicati,FEMALE,18-35,united states,US,https://www.snap.com/political-ads/asset/68c8ab0bb69acd52bd617c8bf914b0359a9e0ffd16be9cbb67b5bac92ce22c7a?mediaType=mp4,,Florida,
Bravo Tango Advertising Firm Inc,1599,352344,CAD,,Elections Saskatchewan,,18-24,canada,"1260 8th Ave,Regina,S4R 1C9,CA",https://www.snap.com/political-ads/asset/23f07621a62fb15e234b52c06b3fecc7a17df38d5d82ddf37f826ff55bc29459?mediaType=mp4,,Saskatchewan,
Choose Life Marketing,2981,345610,USD,,MOA2A,FEMALE,35-,united states,US,https://www.snap.com/political-ads/asset/9aaf71443ee4cda368da71ac2a525673fa7add239923945dc87ed176586de3f2?mediaType=mp4,,Missouri,
Informed Choices Medical Clinics,2829,331545,USD,,Informed Choice of Iowa Corp,FEMALE,29-,united states,"821 SOUTH GILBERT ST,IOWA CITY,52240,US",https://www.snap.com/political-ads/asset/ac93a9aba8dd0dee0709c4a83ecc50884d8da55eb60bedf7bdf0573e484094a2?mediaType=mp4,,,
Allegheny County,2214,330580,USD,,Allegheny County,,17+,united states,US,https://www.snap.com/political-ads/asset/5ad6f35ba1799c59fd4f908e1f860b6bee157956b4a13c25dc43aeee23418b0d?mediaType=mp4,,,
MedGlobal,4927,318809,USD,,MedGlobal,,18+,united states,US,https://www.snap.com/political-ads/asset/66732ac07160ae4726af7ac6dbefaf35411ca0f3a9d1877aba9f406c13b0ddf8?mediaType=png,,,
Gowagr,105,304798,USD,Adeleke,Bayse Markets,,19+,nigeria,"651 N Broad Street, ,middletown,19709,US",https://www.snap.com/political-ads/asset/efbf0cca050dcaf9e85a2ed9af409f0baf55086b39d7eccce45c5c9db2cf3a8b?mediaType=mp4,,"Lagos,Abuja (fct),Osun,Ekiti",
Your Speaker,969,301508,USD,,Qatar Charity,,,qatar,"Doha,Doha,00974,QA",https://www.snap.com/political-ads/asset/84d90d4c1ea0141d1b711fe5754a3728c469bf1b8f9051c3012343b875b152f7?mediaType=png,,,
الحياة الخيرية,1213,290976,USD,,Alhyat charity,,21-46,kuwait,KW,https://www.snap.com/political-ads/asset/c1343a2d787e7b1628317d5a4cda5c1d192ce8da144b6b7f3b8fbc20a1a7b838?mediaType=mp4,,,
GoodPower,2372,280252,USD,NA,GoodPower,,18+,united states,US,https://www.snap.com/political-ads/asset/2688c3bbd3a4f965bfbbf2a57e73b4236b9d565c79835a201d6cf40785340505?mediaType=mp4,,Pennsylvania,
Anchor of Hope,1202,275282,USD,,Anchor of Hope,FEMALE,18+,united states,US,https://www.snap.com/political-ads/asset/bfc58f02450ab637ffed1b709754238f9ab99937e0362ad387d47c3912aa2d76?mediaType=mp4,,,
Postmedia Solutions,3410,266638,CAD,,Elections NB,,18+,canada,"365 Bloor Street East,Toronto,M4W 3L4,CA",https://www.snap.com/political-ads/asset/26e25fd73f661aca234eb6e14eef7c6f95921ae88b3b374aa378178918c95a12?mediaType=mp4,,New Brunswick,
Barrel Placements,6771,265760,USD,,Fair Deal Alaska,,18+,united states,US,https://www.snap.com/political-ads/asset/d3993739cf5054622fcfa1fdf47a8541694fb8af75340fa45302fecabeddc8f0?mediaType=mp4,,,
Bedsider,6213,261448,USD,,Bedsider,FEMALE,18-29,united states,"1015 15th St NW, Suite 1225,Washington,20005,US",https://www.snap.com/political-ads/asset/6d5780e2526a09b81809ee1827dd3d5168f24c39234dbfb3890daadb32d922af?mediaType=mp4,,,"Wyoming,Florida,Idaho,Indiana,Louisiana,Mississippi,North Carolina,Texas"
Townsquare Ignite,866,259614,USD,,Sage Women's Center,FEMALE,18+,united states,"1 Manhattanville Road, Ste 202,Purchase,10577,US",https://www.snap.com/political-ads/asset/a7b5b0101892259a2dd8b5f44c7c0f58f98e148957e6763c9b9dea74cdd86637?mediaType=png,"Music Fans,Pop Music Fans,New Phone Seekers,Parents & Family-Focused,Cosmetics Shoppers,Discount & Thrifty Shoppers,Shopping Mall Shoppers,Women's Fashion Shoppers,Wellness & Healthy Lifestyle,Women's Lifestyle",,
The Cusp Marketing Limited,330,254901,GBP,,Sandwell Council,,18+,united kingdom,GB,https://www.snap.com/political-ads/asset/8efaeb35aeed525d61acedcfb21c573a97ccd06e795920bb6dad55bf052a62d5?mediaType=png,,Sandwell,
Forum Communications Company,2606,248394,USD,,Northwoods Pregnancy Center,FEMALE,18-32,united states,US,https://www.snap.com/political-ads/asset/0fb9877467bfc786cfedcb769d42b5892484058cf846ca54f5062a44604e4cde?mediaType=mp4,,,
Human Age Digital,3497,236512,USD,Abbie Kamin Campaign,Abbie Kamin Campaign,,18+,united states,US,https://www.snap.com/political-ads/asset/ea9aec3463764cb03934de2e60083c0a3a9fb7ffdfe2e93aa33e5efc31a5131f?mediaType=mp4,,Texas,
Cornerstone Marketing Strategies  LLC,2435,230117,USD,,Pregnancy Center of Northern KY,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/a373a5cbc83dc52660569dafcb82440ca554504aaa5d69f71e90079c94f2302a?mediaType=mp4,,,
Shout Out UK,1266,228676,GBP,,Shout Out UK,,18+,united kingdom,GB,https://www.snap.com/political-ads/asset/0b6ad3cda6d94f8c9eb01e946b1e2b50d19584a87f0cb7437cfefbc5ce44d6c7?mediaType=png,,,
TRAFFIK,3531,217524,USD,,Turning Point USA,,18-22,united states,"8821 Research Drive,Irinve,92618,US",https://www.snap.com/political-ads/asset/7572d6a19a8ece33a8fb8cfe130c5795cb425fa3e0d1453f03a4fd8d489ecfe9?mediaType=png,,,
Amathea,3569,211052,NOK,Stiftelsen Amathea,Amathea,,18-45,norway,NO,https://www.snap.com/political-ads/asset/48e80cd4da73bc9634e47a63826d140fec9f37a9ae57e77ad52eb164bf48aeb0?mediaType=mp4,,,
Maryland State Ad Agency,5043,209452,USD,,State of Maryland,,18+,united states,"11767 Owings Mills Blvd,Owings Mills,21117,US",https://www.snap.com/political-ads/asset/a56582acb1f5a2716ae07d6942297715348092e38685fcd4a6fae08775a78b66?mediaType=png,,Maryland,
The Cusp Marketing Limited,1133,206546,GBP,,Democracy Cymru,,18-54,united kingdom,GB,https://www.snap.com/political-ads/asset/e92ad2bcd7211f4421f079230cde1d64748affd354f9eeca3217804ccb3e8586?mediaType=mp4,,"Swansea,Cardiff,Newport,Wrexham",
ORIXA MEDIA,739,204553,EUR,,Human Appeal Belgium,,18+,belgium,"72 rue d'hauteville,PARIS,75010,FR",https://www.snap.com/political-ads/asset/afd7212f712177c58ede3e0ebb5ddcc866eb1a123839ddc6db8ebdd7ca77db4b?mediaType=mp4,,,
GUDBRANDSDØLEN DAGNINGEN AS,14553,202913,NOK,,Gjøvik kommune,,18+,norway,"Jernbanegata 13,LILLEHAMMER,2609,NO",https://www.snap.com/political-ads/asset/97338413de62c79a2aaa5c99d24c1f10287bec0e0964a69429f213ed86900d9f?mediaType=mp4,,,
Stories Marketing,2410,198707,USD,,Marshall Pregnancy Center,FEMALE,18-38,united states,"4509 Kings Lake Court,Chattanooga,37416,US",https://www.snap.com/political-ads/asset/c2040ab0e5594a92bc47eb8ddb5b044863e509fd0e2c4928bf68e6cb315424fc?mediaType=mp4,,,
Red Edge LLC,7230,193426,USD,,NSSF,FEMALE,25-49,united states,"2300 Clarendon Blvd,Arlington,22201,US",https://www.snap.com/political-ads/asset/d47fef179884d466fac7017574470347ebee8bb03f5624134b4f1c41a4389caa?mediaType=mp4,,"District of Columbia,Virginia,Maryland,Arizona,Georgia,North Carolina,Colorado,Pennsylvania,Michigan,Maine",
C+K,1680,190433,USD,,The Center for US Voters Abroad,,18+,united kingdom,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",https://www.snap.com/political-ads/asset/197e7387e616eb4fc14124a85c9ab71864bb68936d9c164072645e5b3423c684?mediaType=png,,,
Students for Ellen,1381,182768,USD,Ellen Zhang,Students for Ellen,,18-30,united states,US,https://www.snap.com/political-ads/asset/c6b1ae86c9005fff7f9babfd6b45e51bfa45a977a17c65f586f6306715efc68e?mediaType=png,,,
Zakat Foundation of America,2883,179633,USD,,Zakat Foundation of America,,18+,united states,US,https://www.snap.com/political-ads/asset/6bfa1e3bf3a9f44114b1768b3b92d34a3ffa4fed08689cb55347c397ae92a2e0?mediaType=png,,,
2XL Online,6674,176735,SEK,,Världsnaturfonden WWF,,18+,sweden,"Johanna Wolls Väg 18, 2XL Online,Kävlinge,24436,SE",https://www.snap.com/political-ads/asset/5d42f511e5ced88e9123146fc2aa5f0c25d70139c4f96961ff7a24453ef0cea1?mediaType=mp4,,,
NOAH - for dyrs rettigheter,11739,158382,NOK,,NOAH - for dyrs rettigheter,,18+,norway,"Dronningens gate 13,Oslo,0152,NO",https://www.snap.com/political-ads/asset/f945dfe9cdbdbe34a68ec7827b10fff52555c10c032173e92e65879aac53ccd7?mediaType=png,,,
Targeted Victory  LLC,1177,157016,USD,Brian Fitzpatrick for All of Us,Brian Fitzpatrick for All of Us,,18+,united states,"2311 Wilson Blvd fl 2,Arlington,22201,US",https://www.snap.com/political-ads/asset/d4f40db7300d00ec11ace0cdf1384c46fe5d97bed1304b9e998e1be44042db52?mediaType=mp4,,,
Cornerstone Marketing Strategies  LLC,1071,155305,USD,,Little Way Pregnancy Center,FEMALE,16-34,united states,"8033 Deer Haven Rd,Wardsville,65101,US",https://www.snap.com/political-ads/asset/8dea2a94dc19a8a31ee44d8e8a4ab6e24c38cf9e2a2a0a745acb8495bd5dac4f?mediaType=mp4,,,
Sucess Communications Group,4106,154952,USD,,New Jersey OAG,,18+,united states,"100 S Jefferson rd. ,Whippany,07981,US",https://www.snap.com/political-ads/asset/341c24d888f3f6fae838b9620fa22cf1d07749cafa6c03d160e10e22593835fa?mediaType=mp4,,New Jersey,
Dippel for Senate,403,147820,USD,,Dippel for Senate,,18-35,united states,US,https://www.snap.com/political-ads/asset/d63d48c10e5a2f25efb31d80d267934bdef4f21e70d36eef538d30bc07364add?mediaType=png,,,
Oxfordshire County Council,610,146637,GBP,,Oxfordshire County Council,,18-30,united kingdom,"County Hall, New Road,Oxford,OX1 1ND,GB",https://www.snap.com/political-ads/asset/5800a212e59a51a0b35cf6d55fe61c18f355c749df5465da448a6ac3d0598188?mediaType=png,,,
Human Age Digital,2158,142886,USD,Dexter McCoy Campaign,Dexter McCoy Campaign,,18+,united states,US,https://www.snap.com/political-ads/asset/77db6afd93a27ae070f5a67f70e3236c6bd2cb1a4e35c211612edcf1ed88ef38?mediaType=mp4,,Texas,
Ad Elements,542,141730,USD,Life Choices Center,Life Choices Center,FEMALE,34-,united states,US,https://www.snap.com/political-ads/asset/e8ec1b69af24568a9c634ea5ce302e605fcee02ded8326e04169372dbd2a0ed4?mediaType=mp4,,,
M&R Strategic Services  Inc.,864,136760,USD,,Fight For A Union,,18+,united states,"1901 L St NW,Washington,20036,US",https://www.snap.com/political-ads/asset/be5f9e9ed64abdcb2b0c814247870089b1fbe62c6dac06398fde82844458345e?mediaType=mp4,,,
