ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,CommitteeName,CommitteeIdentificationNumber,DisclosureNameOfCommittee,AdvertisingJurisdiction,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
0044f365c5878cd6ab43e488397b83c067235d619e50f955d2025cc6e0b8e306,https://www.snap.com/political-ads/asset/63cba4c410f888bd435345572e872558e1550ef0e62f3eba5beb963a122cda4b?mediaType=mp4,USD,290,52052,2022/05/06 17:41:29Z,2022/07/01 03:59:59Z,C+K,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",,PPFA,,,,,FEMALE,18-35,united states,Arizona,,,,,,,,,,,,Latin Music Fans,,Provided by Advertiser,en,,,,web_view_url:https://www.abortionfinder.org/?utm_source=Snapchat&utm_medium=PP&utm_campaign=CK.PPFA.PatientNavP3.AZ.Snap.EN.LX.FE.18_35.Vid-10.Video2
004bdc79dc976660097f20a8ac5981ff49b2bec43f4da90382164926c4e50732,https://www.snap.com/political-ads/asset/7f984b7d12bf9ce0e6d9c066fa71479e9e9a612100923a70f2f6a2b10abb7714?mediaType=mp4,USD,119,9809,2022/06/15 20:37:31Z,,Val Demings for U.S. Senate,US,Val Demings for US Senate,Val Demings for U.S. Senate,,,,,,25+,united states,,,,,,,,,,,,,"targetsmart_14,targetsmart_17,targetsmart_19,targetsmart_20,i360_12",,Provided by Advertiser,en,,,,"web_view_url:https://secure.actblue.com/donate/val-demings-ads?amount=5&amounts=5,15,25,50,100,250,500&refcode=snap_donoracq_DTCd2d_0622_broad&refcode2=4"
004c57189729c8d510b1478e9c96bc7c8c64b2d9fe59a3f8cd74b9bcda48cd5c,https://www.snap.com/political-ads/asset/18883d6e191b6e20c9daeb56d07bcacbf514d516d40c3d84da036c13412360cd?mediaType=jpg,USD,6,988,2022/06/17 20:57:00Z,2022/08/23 03:59:00Z,Wavelength Strategy,US,Catherine Cortez Masto for Senate,Catherine Cortez Masto,,,,,FEMALE,18-49,united states,Nevada,,,,,,,"Reno,Las Vegas",,,,,"Advocates & Activists,Political News Watchers,Arts & Culture Mavens,Beauty Mavens,Fashion & Style Gurus,Green Living Enthusiasts,Hipsters & Trendsetters,Home Decoristas,Women's Lifestyle,Wellness & Healthy Lifestyle,Shoppers,Pet & Animal Lovers,Parents & Family-Focused,Outdoor & Nature Enthusiasts,News Watchers,Business News Watchers,Celebrity News Watchers",,Provided by Advertiser,,,,,web_view_url:https://catherinecortezmasto.com/?utm_source=snapchat&utm_medium=pm&utm_content=ourally
00551395c86bd7fcc65e5e156ba54f264a79c4204ae4a6cab6bb71b21e905cb6,https://www.snap.com/political-ads/asset/1d455cffdc8e3d8332327cc311cddc18c5e2f7c5d88d735f539808d66283a4ff?mediaType=mp4,USD,152,12276,2022/10/17 22:54:54Z,2022/11/01 21:00:00Z,C+K,"1707 L St NW Suite 950,Washington,20036,US",,Voter Participation Center,,,,,,18+,united states,Pennsylvania,,,,,,,,,,,,,,,en,,,,web_view_url:https://www.voterparticipation.org/early-voting-locations/?utm_source=EV22&utm_medium=Snapchat&utm_campaign=CK-VPC-EV22-SNAP-VPC.E01-PA-PAEV-BO-18p-creativedetail5
005f9dd2ea281d59845176606cea6c8b05a65efc345d980888a6105a32ef7068,https://www.snap.com/political-ads/asset/19f3df4663f9150834b9fbe35d58dfb729fae098287171920227104bb056abb8?mediaType=mp4,USD,68,3541,2022/11/01 17:38:35Z,2022/11/08 23:59:00Z,BerlinRosen,"15 Maiden Lane #16,New York,10038,US",,United We Dream Action,,,,,,18-35,united states,Texas,,,,,,,,,,,,"Advocates & Activists,Mexican Food Buyers,Latin Music Fans",,Provided by Advertiser,es,"Household Income: Under $50000,Household Income: $50000 - $99999",,,
0060d4a172126d8a3c34ccd612f5fbbe7afc3542624972c664e332d509b198bb,https://www.snap.com/political-ads/asset/1c59aed443304d2ab16f0d4d52bdeb5054321695e5078f0c15f84f4151f6bb0e?mediaType=mp4,USD,2,359,2022/09/16 18:00:54Z,2022/11/08 22:00:00Z,Precision [TEST],"1121 14th Street NW Suite 700,Washington,20005,US",SEIU,SEIU,,,,,,18+,united states,Nevada,,,,,,,,,,,,,,,en,,,,web_view_url:https://seiu2022.com/
0064e0afd5a66b8127dfda5f5ef403c1ae02651660e5287d076ed873859855d0,https://www.snap.com/political-ads/asset/b49ce9b75ca97e0ee4a4915e483af7ade53c118e5b3fecda7c53114d8b272ee8?mediaType=mp4,USD,60,13490,2022/09/20 19:26:33Z,2022/09/27 04:59:00Z,Human Age Digital,US,,DCCC,,,,,,18+,united states,Nevada,,,,,,,,,,,,,,,,,,,
006e9468d8005d658c144d99d03d8267a13b907af124c0a33ca440c2fa21d2c0,https://www.snap.com/political-ads/asset/9e1a91193ee1143b3c822abaa291943a8ef80c57de343a273c6f04f03276c8df?mediaType=jpg,USD,11,1324,2022/06/17 20:57:00Z,2022/08/23 03:59:00Z,Wavelength Strategy,US,Catherine Cortez Masto for Senate,Catherine Cortez Masto,,,,,FEMALE,18-49,united states,Nevada,,,,,,,"Reno,Las Vegas",,,,,"Advocates & Activists,Political News Watchers,Arts & Culture Mavens,Beauty Mavens,Fashion & Style Gurus,Green Living Enthusiasts,Hipsters & Trendsetters,Home Decoristas,Women's Lifestyle,Wellness & Healthy Lifestyle,Shoppers,Pet & Animal Lovers,Parents & Family-Focused,Outdoor & Nature Enthusiasts,News Watchers,Business News Watchers,Celebrity News Watchers",,Provided by Advertiser,,,,,web_view_url:https://www.catherinecortezmasto.com/?utm_source=snapchat&utm_medium=pm&utm_content=endorsed
006f2fb08cfb0012534074c497edd1bf1db1548ae12e04775ffb3a169aaafef1,https://www.snap.com/political-ads/asset/27d25fc16195c0035be150b4e874e789de901951c58280b659cc074af05f95e7?mediaType=mp4,USD,152,4793,2022/02/23 23:41:00Z,2022/09/20 03:59:59Z,Wavelength Strategy,US,Mark Kelly,Mark Kelly for Senate,,,,,,18+,united states,Arizona,,,,,,,,,,,,"Investors & Entrepreneurs,Business News Watchers,Advocates & Activists,Collegiates,Green Living Enthusiasts,Political News Watchers,Philanthropists",,Provided by Advertiser,,"Occupation (Business, Finance or Mgmt)",,,web_view_url:https://markkelly.com/?utm_source=snapchat&utm_medium=paid
007af2d02186fcb6afd8baa7d583e983388da78fa8787b9a056b941c97def2a0,https://www.snap.com/political-ads/asset/ad0f1ee3b17cc6a4378341c56d17723aca96ce942af8f4868eb64c998b291676?mediaType=png,USD,369,50407,2022/10/05 21:27:57Z,2022/11/09 01:00:00Z,Wavelength Strategy,US,Catherine Cortez Masto for Senate,Catherine Cortez Masto,,,,,,18+,united states,Nevada,,,,,,,,,89109,,,,,,,,,,web_view_url:https://iwillvote.com/?state=NV
00885951804d8b3899382d8fdcbcc5a2559a8948fad75a12acdcbb8d1f6791fb,https://www.snap.com/political-ads/asset/f8b13425f7bf80d6bc2944325e37fe0c50df31d6a5b37ae601d29d3a6544eb91?mediaType=mp4,USD,39,4152,2022/10/25 12:00:54Z,2022/11/06 23:00:00Z,C+K,"1707 L St NW Suite 950,Washington,20036,US",,Voter Participation Center,,,,,,18+,united states,,,,,,,Milwaukee,,,,,,,,,en,,,,web_view_url:https://www.voterparticipation.org/early-voting-locations/?utm_source=EV22&utm_medium=Snapchat&utm_campaign=CK-VPC-EV22-SNAP-VPC.E01-WI-WIEV-BO-18p-creativedetail9
0097822fb8282b6c2bcbd81297b243a7d214606a03815cb85eb3cc1d0b4c545b,https://www.snap.com/political-ads/asset/a3e962705b65ca4e5d7e4d5676de4d14910c9878411126b7b4eddbbb1991868c?mediaType=mp4,USD,9,590,2022/10/26 18:10:55Z,2022/11/09 01:00:00Z,C+K,"1707 L St NW Suite 950,Washington,20036,US",,Voter Participation Center,,,,,,18-35,united states,Nevada,,,,,,,,,,,,Collegiates,,Provided by Advertiser,en,"Education (High School Diploma),Education (Some College)",,,web_view_url:https://www.nvsos.gov/sos/elections/election-information/same-day-registration?&source=CK-VPC-SDR22-GEN-SC-RTV.B01-NV-COLLEGE-BO-18.35-AD1
0098dc9a27aac6bb6cba636db3f381d2e92b23b94f98a38984b33afb6ad9c28d,https://www.snap.com/political-ads/asset/c4c9aaef5c82d4a05f2fa8438ea7381ce2999b27a430a0682e08fcbac88bf058?mediaType=mp4,USD,300,86694,2022/03/29 18:34:20Z,2022/04/01 06:59:59Z,Patagonia,"235 W Santa Clara St,Ventura,93001,US",,Patagonia,,,,,,,united states,California,,,,,,,,,,,,"Advocates & Activists,Green Living Enthusiasts,Outdoor & Nature Enthusiasts",,Provided by Advertiser,,,,,web_view_url:https://us02web.zoom.us/webinar/register/WN_ob_y1wA8R1S-r01kVJDGpQ
009d733a8a45ee265bcfe5fe9cb33b69b1861ade5bd2b6a8bd5b174aa493aa23,https://www.snap.com/political-ads/asset/03f655b80c1f6632a6e25176a6c08a9e4b28ad0b659e624ced5d8bbe5ef4f8b0?mediaType=mp4,USD,381,99280,2022/07/21 16:24:09Z,2022/11/01 03:59:00Z,Wavelength Strategy,US,Michael Bennet,Bennet For Colorado,,,,,,18+,united states,Colorado,,,,,,,,,,,,"Advocates & Activists,Investors & Entrepreneurs,Money Minders,Business News Watchers,Political News Watchers,Women's Lifestyle,Wellness & Healthy Lifestyle,Philanthropists",,Provided by Advertiser,,,,,web_view_url:https://michaelbennet.com/?utm_source=snap&utm_medium=pm
009ee3a4947a3bcfd3cc2ba7fafb3cfa4ecbc2b7a5c8472c0f0f610e77a6ab41,https://www.snap.com/political-ads/asset/de3030be93d9cd301ea11330f4d28c47e238fd01a0461223f33b0d738942ee2e?mediaType=jpeg,USD,640,72055,2022/08/11 14:00:00Z,2022/08/23 23:00:00Z,Christian Caban Campaign,US,Christian Caban,Christian Caban Campaign,,,,,,19+,united states,,,,,,,,,"32304,32310,32305",,,,,,Provided by Advertiser,,,,,web_view_url:https://christiancaban.com/
00a31f414747b7d9103691e2db65bfd745b8d0b6bba576c9f312ba73ff6b6016,https://www.snap.com/political-ads/asset/a02b6ca3cf212fa43d96148ac53f4bcd1f6d69351ebbb308cfb99d87ef059bc0?mediaType=mp4,USD,112,6625,2022/08/09 20:40:48Z,2022/09/13 03:59:00Z,AL Media,"222 W Ontario, Suite 600,,Chicago,60654,US","Stacey Abrams ",Stacey Abrams for Governor,,,,,,18+,united states,Georgia,,,,,,,,,,,,"targetsmart_23,targetsmart_22,targetsmart_15,targetsmart_18",,,,,,,web_view_url:https://staceyabrams.com/?utm_medium=social&utm_source=snap&utm_campaign=ge&utm_content=blackmen
00aa6d448655ae11e16946d35831bcb271019ba690e74e77947967c41606d558,https://www.snap.com/political-ads/asset/bd3058d887b2a99e47406297d858f3b72dcc8801e984f0cd143033d7a1066a36?mediaType=mp4,USD,11978,506228,2022/09/13 20:21:42Z,2022/10/07 20:00:00Z,Blueprint Interactive,"1220 19th Street NW,Washington,20036,US",,A Better WI Tog. Political Fund,,,,,,18-34,united states,Wisconsin,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://abwt-pf.org/tim-michels-radical/
00ae0160a3fdb8864fc8ed2cc4529c81ff1881112bfde6b5ba4eb81c926b5cfc,https://www.snap.com/political-ads/asset/fe0bd4121332778acf268ed34cc18636ef8da34517e81d6a294fa1bf459e884a?mediaType=mp4,USD,238,7323,2022/11/02 19:38:46Z,2022/11/08 04:59:59Z,Van Ness Creative Strategies LLC,US,"Care workers ",Care in Action PAC,,,,,FEMALE,18+,united states,,,,,,,,,"89502,89506,89431,89512,89436,89433,89434,89523,89521,89503,89509,89511,89408,89403,89441,89508,89460,89447,89451,89519,89410,89705,89423,89501,89442,89429,89427,89424,89706,89449,89415,89439,89510,89704,89448,89430,89444,89440,89413,89411,89405,89402,89428,89420",,,,"Latin Music Fans,targetsmart_01,targetsmart_14,targetsmart_17",,Provided by Advertiser,es,,,,web_view_url:https://www.ourvotingplan.com/ndwa-cia
00b06d8b7df4c3a19a27ebc04550a87b7f1d0fbf611e9efb538e014b4b4bada1,https://www.snap.com/political-ads/asset/226615d8a8931683c3ae365e0983c1e3487372925eae2344fa853c5b788133b2?mediaType=mp4,USD,210,21168,2022/07/27 19:21:24Z,2022/11/09 01:05:00Z,Wavelength Strategy,US,Josh Harder For Congress,Josh Harder For Congress,JOSH HARDER FOR CONGRESS,C00639146,JOSH HARDER FOR CONGRESS,N/A,,18+,united states,,,,,,,,,"95253,95205,95231,95206,95215,95686,95203,95204,95376,95202,95210,95337,95207,95336,94514",,,,"Latin Music Fans,Soccer Enthusiasts",,Provided by Advertiser,,,,,web_view_url:https://paymorepatti.com/
00c03a045d9cde5bbb2be93140f99558b99861e0d8dde66c48b70cf666772298,https://www.snap.com/political-ads/asset/6647431f893d3c3e4b2c04a2ce33fedbb096cc62e701e830574c03d906b7aec7?mediaType=mp4,USD,3939,1261024,2022/10/27 18:23:26Z,2022/11/09 05:59:00Z,Fourthwall Media,US,,DEMOCRATIC PARTY OF WISCONSIN,,,,,,18-23,united states,Wisconsin,,,,,,,,,,,,Collegiates,,Provided by Advertiser,,,,,web_view_url:https://iwillvote.com/?state=WI
00cb4bee82652870a374e7d363d44f96845697d077d49709069935a0f5a83e87,https://www.snap.com/political-ads/asset/85962293a9bd5c7bb73a636b7cadf2b73672b7ff2fccd7ad0542f2396b211107?mediaType=png,USD,990,154259,2022/01/19 18:13:02Z,2022/02/01 17:59:59Z,Authentic Campaigns Inc,"4422 N Ravenswood Ave # 101,Chicago,60640-5803,US",Ilhan Omar for Congress,ILHAN FOR CONGRESS,,,,,,18-30,united states,,,,,,,,,"55455,55414,55454,55403",,,,,,Provided by Advertiser,,,,,web_view_url:https://caucus.dfl.org/
00d06ce3f640ac3363be4ef7a80abfc40389f3aa87f0223039ce6a4dbcd689b4,https://www.snap.com/political-ads/asset/8cfc79b301775e34070642fe9b2bdfc0518abcbd16f7748fab1705536a396aa0?mediaType=mp4,USD,341,59236,2022/07/14 07:00:00Z,2022/08/01 03:59:59Z,"M&R Strategic Services, Inc.","1901 L St NW,Washington,20036,US",,Planned Parenthood,,,,,,18-24,united states,,,,,,,,,,,,,"Concert & Festival Goers,Hip-Hop Music Fans,Indie & Alternative Music Fans,Pop Music Fans,Rock Music Fans,Soul & R&B Fans",,,,,,,web_view_url:https://www.weareplannedparenthood.org/VTgnRqkVmUCV77A0nPPFoQ2?sourceid=1013517&ms=3NALz2301K1N1V&utm_campaign=NAT_2207_Roe_Advo_c3_ad_MobReq&utm_source=snapchat&utm_medium=video
00d290eada9279dccb230b1ded6c35c214610a65fac70b1a315a0e8bc8515789,https://www.snap.com/political-ads/asset/2d2b74d6d9bf637d10d6428213a283bff478556e12ce691284079a4b4f5d8b48?mediaType=mp4,USD,1315,260955,2022/11/02 19:27:59Z,2022/11/09 02:00:00Z,Rising Tide Interactive LLC,"1250 H St. NW,Washington,20005,US",,Voto Latino,,,,,,18+,united states,Arizona,,,,,,,,,,,,,,,,,,,web_view_url:https://votolatino.org/defendthefuture/
00d31250c605bf200ff21c43ce6452b0ddc60f3b94b991c271f052d2680cb026,https://www.snap.com/political-ads/asset/3cad8ef861250697cfc704847bd8d8580f4365c863b41730f2b2261d6b4eaa4b?mediaType=png,USD,120,6622,2022/10/28 14:24:46Z,2022/11/09 01:00:00Z,Voter Formation Project,"712 H St NE PMB 41,Washington,20002,US",,Voter Formation Project,,,,,,18+,united states,Pennsylvania,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming",,,,,,,,,,,,,,,,,,web_view_url:https://makeaplan.voterformationproject.org/?utm_source=snap&utm_brand=vfp&utm_medium=paid-cnv&utm_campaign=22mb-go-p1-if&utm_term=pavfp-a-v&utm_content=VFPS2QUZD4F
00d6046203c940d9f8fa5edb525c77ebf75f689a4347cd475ca89139041ed331,https://www.snap.com/political-ads/asset/71eeb010c6680fe3dd7716c7776d90b4acdab6b432c7d857832d372a883201cd?mediaType=mp4,USD,162,6241,2022/10/28 16:00:05Z,2022/11/09 01:00:00Z,Voter Formation Project,"712 H St NE PMB 41,Washington,20002,US",,Voter Formation Project,,,,,,18+,united states,Pennsylvania,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming",,,,,,,,,,,,,,,,,,web_view_url:https://makeaplan.voterformationproject.org/?utm_source=snap&utm_brand=vfp&utm_medium=paid-vv&utm_campaign=22mb-go-p1-if&utm_term=pavfp-a-v&utm_content=VFP44QLLZMZ
00de93d7bf20159648d01563f0c69fe45ee96302ec2cdcc5b01cb6d880b91792,https://www.snap.com/political-ads/asset/de0e0130857c1c219a8dd2d3204c8883eef9e07e2dfa4fe1ea505ac4829233f6?mediaType=mp4,USD,654,40852,2022/10/19 00:16:09Z,2022/11/08 22:45:00Z,"GMMB, Inc","3050 K Street,Washington,20007,US",Family Friendly Action PAC,Family Friendly Action PAC,,,,,,18-35,united states,,"Maryland,West Virginia,Ohio,Delaware,New York,New Jersey",,,,,"Pittsburgh,Philadelphia",,,,,,,,Provided by Advertiser,,,,,web_view_url:https://familyfriendlyeconomy.org/?utm_source=snapchat&utm_campaign=ffapacpa
